Unnamed: 0,serviceCharge,heatingType,newlyConst,balcony,telekomUploadSpeed,totalRent,yearConstructed,scoutId,hasKitchen,cellar,baseRent,livingSpace,condition,petsAllowed,lift,typeOfFlat,noRooms,floorNo,numberOfFloors,garden,regio3,heatingCosts,ParkSpaces,fullAddress,price_category
3894,354.0,district_heating,0,1,2.4,2252.78,1965.0,111293720,0,0,1898.78,146.06,modernized,3,1,apartment,3.0,2.0,4.0,0,Charlottenburg_Charlottenburg,105.4,1,"Reichsstraße 102, 14052 Berlin, Germany",above_average
3895,100.0,central_heating,0,1,2.4,799.0,1905.0,107374290,1,1,649.0,67.82,well_kept,3,0,apartment,2.0,3.0,4.0,1,Adlershof_Treptow,50.0,0,"Dörpfeldstraße 49, 12489 Berlin, Germany",below_average
3896,186.0,central_heating,0,1,40.0,879.0,1898.0,113705881,0,0,763.0,74.07,modernized,3,0,apartment,2.0,5.0,4.0,0,Tiergarten_Tiergarten,81.0,0,"Birkenstraße 10, 10559 Berlin, Germany",below_average
3897,90.0,central_heating,1,1,32.1,979.0,2018.0,105131256,1,1,825.0,55.97,first_time_use,3,1,apartment,2.0,2.0,2.0,0,Marienfelde_Tempelhof,64.0,0,"Kaiserallee 29, 12277 Berlin, Germany",below_average
3898,381.88,district_heating,0,1,10.0,1880.88,2015.0,83063676,1,1,1499.0,104.75,mint_condition,2,1,apartment,3.0,3.0,7.0,0,Tiergarten_Tiergarten,105.4,1,"Flottwellstr. 36, 10785 Berlin, Germany",above_average
3899,50.0,central_heating,0,0,40.0,840.0,1980.0,115312081,1,1,790.0,12.0,modernized,2,0,apartment,1.0,3.0,4.0,0,Charlottenburg_Charlottenburg,35.1,0,"Tauroggener Straße 35b, 10589 Berlin, Germany",below_average
3900,560.0,central_heating,0,1,40.0,3568.5,2014.0,115136455,1,1,3008.15,170.45,mint_condition,3,1,apartment,3.0,4.0,4.0,0,Mitte_Mitte,105.4,0,"Rathausstraße 4, 10178 Berlin, Germany",above_average
3901,219.88,district_heating,0,1,40.0,763.6,1931.0,115694164,0,0,543.72,64.9,fully_renovated,2,0,apartment,2.0,2.0,6.0,0,Reinickendorf_Reinickendorf,107.8,0,"Romanshorner Weg 65, 13407 Berlin, Germany",below_average
3902,182.46,district_heating,0,1,2.4,561.3,1978.0,107363581,0,0,378.84,52.5,modernized,2,0,apartment,2.0,13.0,4.0,0,Marzahn_Marzahn,60.1,0,"Poelchaustr. 2, 12681 Berlin, Germany",below_average
3903,165.39,district_heating,0,1,40.0,696.01,1987.0,114849925,0,0,530.62,57.39,well_kept,2,1,apartment,2.0,1.0,2.0,0,Hellersdorf_Hellersdorf,38.5,0,"Mark-Twain-Str. 28, 12627 Berlin, Germany",below_average
3904,203.0,central_heating,0,0,40.0,952.0,1997.0,110104860,0,0,749.0,74.06,well_kept,2,0,apartment,3.0,2.0,5.0,0,Karow_Weißensee,68.0,0,"Pfannschmitdtstr. 29, 13125 Berlin, Germany",below_average
3905,265.69,district_heating,0,1,10.0,837.07,1995.0,111308299,0,0,571.38,64.93,well_kept,2,0,apartment,2.0,2.0,5.0,0,Spandau_Spandau,115.0,0,"Parkstr. 2D, 13585 Berlin, Germany",below_average
3906,180.0,central_heating,0,1,10.0,1680.0,1932.0,42991826,0,0,1400.0,142.0,modernized,3,0,apartment,5.0,1.0,3.0,0,Tegel_Reinickendorf,100.0,0,"Buddestrasse 19, 13507 Berlin, Germany",above_average
3907,118.29,central_heating,0,1,40.0,1031.66,2017.0,113766599,0,0,873.94,80.0,first_time_use,2,0,apartment,3.0,3.0,3.0,0,Adlershof_Treptow,39.4,0,"Wilhelm-Hoff-Straße 23, 12489 Berlin, Germany",below_average
3908,168.95,gas_heating,0,1,2.4,586.41,1973.0,107056352,0,0,417.46,62.4,refurbished,2,1,other,2.0,1.0,1.0,0,Spandau_Spandau,70.3,1,"Hochhausweg 1, 13589 Berlin, Germany",below_average
3909,111.52,central_heating,0,1,40.0,448.93,1930.0,115688565,0,0,337.41,47.0,first_time_use,2,0,apartment,2.0,2.0,4.0,0,Alt_Hohenschönhausen_Hohenschönhausen,70.3,0,"Große-Leege-Str. 47, 13055 Berlin, Germany",below_average
3910,500.0,floor_heating,0,1,2.4,2570.0,2004.0,113590433,1,1,1980.0,151.0,mint_condition,2,1,apartment,3.0,4.0,7.0,0,Charlottenburg_Charlottenburg,90.0,1,"Marburger Str. 12, 10789 Berlin, Germany",above_average
3911,63.0,self_contained_central_heating,0,0,40.0,430.0,1911.0,100774211,0,0,367.0,32.57,well_kept,3,0,apartment,1.0,4.0,4.0,0,Prenzlauer_Berg_Prenzlauer_Berg,35.1,0,"Erich-Weinert-Str. 146, 10409 Berlin, Germany",below_average
3912,130.09,gas_heating,0,0,40.0,562.34,1932.0,113145862,0,0,432.25,34.58,first_time_use,2,0,ground_floor,1.0,0.0,3.0,0,Weißensee_Weißensee,49.4,0,"Blechenstr. 16, 13086 Berlin, Germany",below_average
3913,93.0,central_heating,0,1,40.0,416.4,1976.0,115705019,0,0,273.4,39.28,first_time_use,2,1,apartment,1.0,4.0,6.0,0,Neukölln_Neukölln,50.0,0,"Peter-Anders-Straße 8, 12057 Berlin, Germany",below_average
3914,143.29,district_heating,1,1,32.1,1330.55,2019.0,115543998,0,0,1105.38,81.88,first_time_use,3,0,apartment,4.0,1.0,2.0,0,Bohnsdorf_Treptow,81.9,1,"Johannes-Tobei-Str. 19, 12526 Berlin, Germany",above_average
3915,141.65,district_heating,0,1,40.0,631.47,1930.0,107358286,1,1,489.82,45.73,well_kept,2,0,ground_floor,2.0,0.0,1.0,0,Lichtenberg_Lichtenberg,65.3,0,"Kubornstraße 28, 10367 Berlin, Germany",below_average
3916,260.0,central_heating,0,1,40.0,2980.0,1980.0,115202829,1,1,2575.0,142.0,first_time_use_after_refurbishment,3,1,roof_storey,4.0,5.0,5.0,0,Tiergarten_Tiergarten,145.0,1,"Alt Moabit 48b, 10555 Berlin, Germany",above_average
3917,180.0,central_heating,0,0,40.0,999.0,1973.0,113860906,0,0,639.0,92.0,well_kept,3,0,apartment,3.5,3.0,4.0,0,Staaken_Spandau,180.0,0,"Heerstr. 402, 13593 Berlin, Germany",below_average
3918,180.0,floor_heating,1,1,2.4,1200.0,2019.0,115606148,1,1,1020.0,48.65,first_time_use,2,1,apartment,2.0,2.0,5.0,0,Charlottenburg_Charlottenburg,70.3,0,"Englische Straße 20, 10587 Berlin, Germany",below_average
3919,269.59,district_heating,0,1,40.0,749.33,1983.0,113068147,1,1,479.74,80.09,well_kept,2,1,ground_floor,2.0,0.0,4.0,0,Biesdorf_Marzahn,82.8,0,"Blumberger Damm 4, 12683 Berlin, Germany",below_average
3920,402.88,central_heating,0,1,10.0,2598.64,2011.0,59185386,1,1,2195.76,156.84,mint_condition,3,1,ground_floor,4.0,1.0,6.0,1,Mitte_Mitte,140.5,1,"Seydelstr. 23, 10117 Berlin, Germany",above_average
3921,196.12,central_heating,0,0,40.0,2288.06,2018.0,114121422,1,1,2091.94,65.37,refurbished,2,1,apartment,2.0,2.0,5.0,0,Mitte_Mitte,98.1,0,"Invalidenstrasse 1, 10115 Berlin, Germany",above_average
3922,134.0,floor_heating,1,0,32.1,1139.3,2019.0,115615043,0,0,1005.3,55.85,first_time_use,3,1,ground_floor,2.0,0.0,6.0,1,Friedrichshain_Friedrichshain,70.3,1,"Kopernikusstraße 25b, 10245 Berlin, Germany",below_average
3923,80.0,central_heating,0,1,40.0,580.0,1910.0,111293635,0,0,500.0,23.0,well_kept,2,0,apartment,1.0,2.0,5.0,0,Friedrichshain_Friedrichshain,35.1,0,"Dolziger Straße 39, 10247 Berlin, Germany",below_average
3924,114.26,central_heating,1,1,32.1,839.46,2019.0,113866302,0,0,671.43,67.21,first_time_use,2,1,apartment,3.0,2.0,5.0,0,Marzahn_Marzahn,53.8,0,"Ludwig-Renn-Straße 64, 12687 Berlin, Germany",below_average
3925,129.94,district_heating,1,1,40.0,1325.39,2019.0,115339736,1,1,1130.48,64.97,first_time_use,3,1,apartment,2.0,3.0,5.0,0,Tiergarten_Tiergarten,65.0,0,"Heidestraße 19, 10557 Berlin, Germany",above_average
3926,195.0,central_heating,0,1,40.0,2260.0,1980.0,115200631,1,1,1955.0,108.0,first_time_use_after_refurbishment,3,1,roof_storey,4.0,5.0,5.0,0,Tiergarten_Tiergarten,110.0,1,"Alt Moabit 48a, 10555 Berlin, Germany",above_average
3927,65.0,central_heating,0,0,40.0,654.43,1920.0,111418447,0,0,559.36,34.96,first_time_use,2,0,apartment,1.0,4.0,6.0,0,Kreuzberg_Kreuzberg,30.1,0,"Taborstraße 19, 10997 Berlin, Germany",below_average
3928,153.71,central_heating,0,1,2.4,473.82,1983.0,111349904,0,0,320.11,61.0,first_time_use,2,0,apartment,3.0,8.0,4.0,0,Alt_Hohenschönhausen_Hohenschönhausen,105.4,0,"Seefelder Str. 50, 13053 Berlin, Germany",below_average
3929,279.0,central_heating,0,1,10.0,999.0,1972.0,111306371,0,0,720.0,77.13,first_time_use,2,0,apartment,3.0,2.0,5.0,0,Marienfelde_Tempelhof,0.0,1,"Kaiserallee 27, 12277 Berlin, Germany",below_average
3930,120.0,central_heating,0,1,40.0,1300.0,1900.0,106858253,1,1,1100.0,74.07,refurbished,2,0,apartment,2.0,1.0,6.0,0,Pankow_Pankow,80.0,0,"Brehmestraße 59, 13187 Berlin, Germany",above_average
3931,320.0,central_heating,1,1,32.1,2820.0,2019.0,115031186,1,1,2500.0,127.0,mint_condition,2,1,apartment,3.0,1.0,7.0,0,Friedrichshain_Friedrichshain,120.0,1,"Stralauer Allee 14a, 10245 Berlin, Germany",above_average
3932,200.0,central_heating,0,0,40.0,900.0,1977.0,115708149,1,1,700.0,51.0,first_time_use,2,0,apartment,2.0,2.0,5.0,0,Steglitz_Steglitz,70.3,0,"Benzmannstraße 14, 12167 Berlin, Germany",below_average
3933,130.0,district_heating,0,0,2.4,1135.0,1950.0,113704144,1,1,937.9,66.6,first_time_use,2,1,apartment,2.0,1.0,5.0,0,Charlottenburg_Charlottenburg,67.1,0,"Soorstraße 59, 14057 Berlin, Germany",below_average
3934,59.0,self_contained_central_heating,0,0,40.0,751.0,1906.0,105304689,1,1,692.0,43.25,well_kept,2,0,ground_floor,2.0,0.0,4.0,0,Kreuzberg_Kreuzberg,70.3,0,"Monumentenstraße 27, 10965 Berlin, Germany",below_average
3935,254.0,central_heating,0,1,40.0,976.0,1972.0,101697726,0,0,722.0,66.96,first_time_use,3,1,apartment,2.0,5.0,7.0,0,Schmargendorf_Wilmersdorf,70.3,0,"Hohenzollerndamm 58, 14199 Berlin, Germany",below_average
