Unnamed_0,serviceCharge,heatingType,newlyConst,balcony,telekomUploadSpeed,totalRent,yearConstructed,scoutId,hasKitchen,cellar,baseRent,livingSpace,condition,petsAllowed,lift,typeOfFlat,noRooms,floorNo,numberOfFloors,garden,regio3,heatingCosts,ParkSpaces,fullAddress,bezirk,bezirk_group,flat_group,condition_group
653,205,district_heating,0,0,40,1209,1920,115446359,0,0,1049,81,refurbished,3,0,ground_floor,2.5,3,5,0,Charlottenburg_Charlottenburg,87.8,0,"Kaiserdamm 4, 14057 Berlin, Germany",Charlottenburg,West,Ground Floor,Renovated
2841,78,central_heating,0,0,40,529,1920,105798745,0,0,451,35.27,modernized,3,0,apartment,1,2,7,0,Charlottenburg_Charlottenburg,26,0,"Pascalstr. 3, 10587 Berlin, Germany",Charlottenburg,West,Apartment,Renovated
1007,194.63,district_heating,0,1,40,679.45,1920,115688647,0,0,484.82,58.98,well_kept,2,0,apartment,2,3,2,0,Spandau_Spandau,88.9,0,"Betckestr. 23, 13595 Berlin, Germany",Spandau,West,Apartment,Well-maintained
4504,100,central_heating,0,1,40,999,1920,110815256,0,0,825,67.92,refurbished,2,0,ground_floor,3,0,5,0,Charlottenburg_Charlottenburg,74,0,"Heerstraße 9, 14052 Berlin, Germany",Charlottenburg,West,Ground Floor,Renovated
4826,135,central_heating,0,0,40,1223,1920,115199030,0,0,1013,81.05,first_time_use,3,0,ground_floor,2,0,5,0,Friedrichshain_Friedrichshain,75,0,"Rigaerstr. 93, 10247 Berlin, Germany",Friedrichshain,Central,Ground Floor,New
70,70,central_heating,0,1,40,700,1920,110766545,1,1,570,57,negotiable,3,0,apartment,2,3,4,0,Johannisthal_Treptow,60,0,"Sterndamm 100, 12487 Berlin, Germany",Treptow,East,Apartment,Well-maintained
1404,0,self_contained_central_heating,0,1,40,1230,1920,115459615,1,1,1230,43,fully_renovated,3,0,apartment,1,4,4,0,Friedrichshain_Friedrichshain,0,0,"Friedenstr. 57, 10249 Berlin, Germany",Friedrichshain,Central,Apartment,Renovated
8830,0,self_contained_central_heating,0,1,40,1200,1920,106841552,1,1,1200,44,fully_renovated,3,0,apartment,1,4,4,0,Friedrichshain_Friedrichshain,0,0,"Friedenstr. 57, 10249 Berlin, Germany",Friedrichshain,Central,Apartment,Renovated
4281,387.54,central_heating,0,1,40,3245,1920,107329785,1,1,2857.46,136,first_time_use,3,1,roof_storey,4,5,5,0,Charlottenburg_Charlottenburg,204,0,"WIELANDSTR. 37, 10629 Berlin, Germany",Charlottenburg,West,Roof Storey,New
6453,348.52,central_heating,0,1,40,2990,1920,107329688,1,1,2641.48,123,first_time_use,3,1,roof_storey,3,5,5,0,Charlottenburg_Charlottenburg,183.4,0,"WIELANDSTR. 37, 10629 Berlin, Germany",Charlottenburg,West,Roof Storey,New
4867,75,self_contained_central_heating,0,1,10,944,1920,111406786,0,0,869,56.09,fully_renovated,2,0,apartment,2,1,5,0,Tiergarten_Tiergarten,70.3,0,"Waldstraße 55, 10551 Berlin, Germany",Tiergarten,Central,Apartment,Renovated
5537,80,self_contained_central_heating,0,1,40,1025,1920,115661119,0,0,945,59.1,fully_renovated,2,0,apartment,2,2,5,0,Tiergarten_Tiergarten,70.3,0,"Waldstraße 55, 10551 Berlin, Germany",Tiergarten,Central,Apartment,Renovated
3882,90,self_contained_central_heating,0,1,40,980,1920,113342073,0,0,825,56.97,first_time_use,2,0,apartment,2,1,5,0,Lichtenberg_Lichtenberg,65,0,"Archibaldweg 22, 10317 Berlin, Germany",Lichtenberg,East,Apartment,New
631,150,central_heating,0,1,10,990,1920,66918671,1,1,840,70,refurbished,3,0,apartment,2,1,3,1,Niederschöneweide_Treptow,70.3,0,"Britzer Str. 25, 12439 Berlin, Germany",Treptow,East,Apartment,Renovated
4618,208,central_heating,0,1,2.4,1060,1920,74512728,1,1,852,70.98,modernized,3,0,apartment,2.5,3,5,0,Neukölln_Neukölln,94,0,"Finowstraße 15, 12045 Berlin, Germany",Neukölln,South,Apartment,Renovated
5696,83,central_heating,0,0,40,619,1920,92667673,0,0,536,37.8,modernized,3,0,ground_floor,1,0,3,0,Schöneberg_Schöneberg,26,0,"Leberstraße 37, 10829 Berlin, Germany",Schöneberg,Central,Ground Floor,Renovated
7439,60.79,electric_heating,0,0,10,405,1920,103659410,0,0,344.21,37.4,first_time_use_after_refurbishment,2,0,apartment,1,2,5,0,Neukölln_Neukölln,35.1,0,"Neckarstrasse 3, 12053 Berlin, Germany",Neukölln,South,Apartment,New
7374,140,central_heating,0,1,40,699,1920,77341557,0,0,788,71.69,modernized,3,0,apartment,2,1,4,0,Charlottenburg_Charlottenburg,50,0,"Pascalstraße 3, 10587 Berlin, Germany",Charlottenburg,West,Apartment,Renovated
8519,120,central_heating,0,0,40,779,1920,100723055,0,0,659,56.2,first_time_use_after_refurbishment,3,0,apartment,1,1,2,0,Charlottenburg_Charlottenburg,31,0,"Pascalstraße 3, 10587 Berlin, Germany",Charlottenburg,West,Apartment,New
3927,65,central_heating,0,0,40,654.43,1920,111418447,0,0,559.36,34.96,first_time_use,2,0,apartment,1,4,6,0,Kreuzberg_Kreuzberg,30.1,0,"Taborstraße 19, 10997 Berlin, Germany",Kreuzberg,Central,Apartment,New
492,174.62,oil_heating,0,1,40,1647.8,1920,107193931,1,1,1393.66,81.98,first_time_use_after_refurbishment,2,0,apartment,2,1,3,1,Wannsee_Zehlendorf,79.5,1,"Tillmannsweg 11, 14109 Berlin, Germany",Zehlendorf,West,Apartment,New
1032,296.19,oil_heating,0,1,40,2516.97,1920,107683377,1,1,2085.9,139.06,first_time_use_after_refurbishment,2,0,apartment,4,3,2,1,Wannsee_Zehlendorf,134.9,1,"Tillmannsweg 11, 14109 Berlin, Germany",Zehlendorf,West,Apartment,New
2230,351.51,oil_heating,0,1,40,2987.04,1920,107177594,1,1,2475.45,165.03,first_time_use_after_refurbishment,2,0,ground_floor,5,0,3,1,Wannsee_Zehlendorf,160.1,1,"Tillmannsweg 11, 14109 Berlin, Germany",Zehlendorf,West,Ground Floor,New
2872,175.37,oil_heating,0,1,40,1654.93,1920,107627222,1,1,1399.7,82.34,first_time_use_after_refurbishment,2,0,apartment,3,3,3,1,Wannsee_Zehlendorf,79.9,1,"Tillmannsweg 11, 14109 Berlin, Germany",Zehlendorf,West,Apartment,New
7254,351.51,oil_heating,0,1,40,2987.04,1920,115145117,1,1,2475.45,165.03,first_time_use_after_refurbishment,2,0,ground_floor,6,0,3,1,Wannsee_Zehlendorf,160.1,1,"Tillmannsweg 11, 14109 Berlin, Germany",Zehlendorf,West,Ground Floor,New
5285,115,self_contained_central_heating,0,1,40,915,1920,110858435,0,0,800,69.05,first_time_use_after_refurbishment,3,1,apartment,2,1,4,0,Weißensee_Weißensee,70.3,0,"Bizetstraße 133, 13088 Berlin, Germany",Weißensee,North,Apartment,New
3161,150,gas_heating,0,1,40,1040,1920,113772071,1,1,890,68,fully_renovated,3,0,apartment,2.5,3,3,0,Britz_Neukölln,87.8,0,"Britzer Damm 134, 12347 Berlin, Germany",Neukölln,South,Apartment,Renovated
5910,200,central_heating,0,1,40,1274,1920,115230990,1,1,1074,93.22,modernized,3,0,roof_storey,2,4,5,0,Prenzlauer_Berg_Prenzlauer_Berg,82,0,"Gethsemanestr. 6, 10437 Berlin, Germany",PrenzlauerBerg,Central,Roof Storey,Renovated
2354,207,central_heating,0,1,2.4,1049,1920,113702672,0,0,842,70.57,first_time_use_after_refurbishment,3,0,apartment,2.5,1,5,0,Neukölln_Neukölln,94,0,"Kleine Innstr. 4, 12045 Berlin, Germany",Neukölln,South,Apartment,New
1357,70,central_heating,0,1,10,734.36,1920,106764809,0,0,569.36,51.76,first_time_use,2,0,ground_floor,2,0,3,0,Karlshorst_Lichtenberg,95,0,"Rheingoldstr. 14, 10318 Berlin, Germany",Lichtenberg,East,Ground Floor,New
7356,120,central_heating,0,0,40,540,1920,87750975,0,0,420,42,fully_renovated,2,0,apartment,1.5,5,2,0,Weißensee_Weißensee,52.7,0,"Streustrasse 126, 13086 Berlin, Germany",Weißensee,North,Apartment,Renovated
5108,81,central_heating,0,1,40,722,1920,107373797,1,1,579,48,well_kept,3,0,apartment,2,2,6,0,Prenzlauer_Berg_Prenzlauer_Berg,62,0,"Zelterstraße  6, 10439 Berlin, Germany",PrenzlauerBerg,Central,Apartment,Well-maintained
8539,55,central_heating,0,0,10,529,1920,93141601,0,0,474,27.89,modernized,3,0,apartment,1,2,5,0,Steglitz_Steglitz,16,0,"Berlinickestr. 15, 12165 Berlin, Germany",Steglitz,West,Apartment,Renovated
8635,150,gas_heating,0,0,10,1392,1920,105008159,0,0,1242,92,mint_condition,2,0,raised_ground_floor,2,0,4,0,Charlottenburg_Charlottenburg,70.3,0,"Uhlandstraße  14, 10623 Berlin, Germany",Charlottenburg,West,Ground Floor,Well-maintained
875,150,district_heating,0,1,10,1214.1,1920,107278350,0,0,964.1,93.94,mint_condition,2,0,apartment,3,2,4,0,Tempelhof_Tempelhof,100,0,"Borussiastraße 63, 12103 Berlin, Germany",Tempelhof,South,Apartment,Well-maintained
865,160,central_heating,0,0,40,1100,1920,63472686,1,1,940,66.89,modernized,3,0,maisonette,2,4,5,0,Weißensee_Weißensee,70.3,0,"Gäblerstraße  18, 13086 Berlin, Germany",Weißensee,North,Maisonette/Duplex,Renovated
4293,100,self_contained_central_heating,0,0,40,990,1920,111307278,0,0,890,70,well_kept,2,0,apartment,2,4,4,0,Neukölln_Neukölln,70.3,0,"Kirchhofstraße 44, 12055 Berlin, Germany",Neukölln,South,Apartment,Well-maintained
821,211,oil_heating,0,0,40,1489,1920,111411075,0,0,1278,84.4,first_time_use_after_refurbishment,3,0,ground_floor,4,1,3,0,Weißensee_Weißensee,140.5,0,"Langhansstraße 52, 13086 Berlin, Germany",Weißensee,North,Ground Floor,New
4160,74.27,central_heating,0,1,40,542.23,1920,113866092,0,0,425.29,55.71,first_time_use,2,0,apartment,2,1,4,0,Oberschöneweide_Köpenick,42.7,0,"Mathildenstraße 8, 12459 Berlin, Germany",Köpenick,East,Apartment,New
5619,249.37,central_heating,0,0,10,2293.37,1920,110418708,1,1,2044,99.75,first_time_use_after_refurbishment,2,0,apartment,3,3,5,0,Prenzlauer_Berg_Prenzlauer_Berg,105.4,0,"Choriner Strasse 54, 10435 Berlin, Germany",PrenzlauerBerg,Central,Apartment,New
1327,67,central_heating,0,1,40,555,1920,113996442,0,0,488,31.22,modernized,3,0,apartment,1,4,5,0,Prenzlauer_Berg_Prenzlauer_Berg,27,0,"Gethsemanestraße 6, 10437 Berlin, Germany",PrenzlauerBerg,Central,Apartment,Renovated
8435,260,central_heating,0,0,10,1760,1920,106984799,0,0,1300,162,need_of_renovation,2,0,apartment,5,1,3,0,Reinickendorf_Reinickendorf,200,0,"Ollenhauer Str. 126, 13403 Berlin, Germany",Reinickendorf,North,Apartment,Needs Work
7587,400,central_heating,0,1,40,2950,1920,115609935,1,1,2550,161,mint_condition,2,1,other,2.5,4,5,0,Kreuzberg_Kreuzberg,87.8,0,"Paul-Lincke-Ufer 8c, 10999 Berlin, Germany",Kreuzberg,Central,Apartment,Well-maintained
8311,128,self_contained_central_heating,0,0,40,875,1920,113361820,0,0,747,67.9,well_kept,2,0,apartment,2,1,4,0,Prenzlauer_Berg_Prenzlauer_Berg,70.3,0,"Seelower Straße 14, 10439 Berlin, Germany",PrenzlauerBerg,Central,Apartment,Well-maintained
207,164,central_heating,0,0,10,1134,1920,99480849,0,0,970,76.76,modernized,3,0,ground_floor,3,0,5,0,Prenzlauer_Berg_Prenzlauer_Berg,67,0,"Gethsemane Straße 6, 10437 Berlin, Germany",PrenzlauerBerg,Central,Ground Floor,Renovated
2039,117,central_heating,0,1,40,922,1920,95057087,1,1,805,54.22,modernized,3,0,apartment,2,1,3,0,Prenzlauer_Berg_Prenzlauer_Berg,48,0,"Gethsemane Straße 6, 10437 Berlin, Germany",PrenzlauerBerg,Central,Apartment,Renovated
6839,190,central_heating,0,1,40,1279,1920,115266731,0,0,1089,88.55,modernized,3,0,apartment,3,1,6,0,Prenzlauer_Berg_Prenzlauer_Berg,78,0,"Gethsemane Straße 6, 10437 Berlin, Germany",PrenzlauerBerg,Central,Apartment,Renovated
4311,135.83,floor_heating,0,0,40,1253.81,1920,111180431,1,1,1036.08,57.56,first_time_use_after_refurbishment,2,0,loft,2,2,4,0,Schöneberg_Schöneberg,78.9,0,"Kärntener Straße 8, 10827 Berlin, Germany",Schöneberg,Central,Apartment,New
2097,70,central_heating,0,1,10,930,1920,106679417,1,1,750,57.47,first_time_use,2,0,apartment,2,1,3,0,Karlshorst_Lichtenberg,110,0,"Tannhäuserstraße 1, 10318 Berlin, Germany",Lichtenberg,East,Apartment,New
420,185,central_heating,0,1,40,955,1920,111276155,1,1,710,61,refurbished,2,1,apartment,2,2,3,1,Spandau_Spandau,70.3,0,"Eiswerder Straße 17H, 13585 Berlin, Germany",Spandau,West,Apartment,Renovated
7634,185,central_heating,0,1,40,955,1920,103459461,1,1,710,61,refurbished,2,1,apartment,2,2,3,1,Spandau_Spandau,70.3,0,"Eiswerder Straße 17H, 13585 Berlin, Germany",Spandau,West,Apartment,Renovated
48,125,self_contained_central_heating,0,0,10,750,1920,99676399,0,0,625,78.88,first_time_use_after_refurbishment,3,0,ground_floor,2,0,5,0,Friedrichshain_Friedrichshain,70.3,0,"Simon-Dach-Straße 26, 10245 Berlin, Germany",Friedrichshain,Central,Ground Floor,New
4976,182.89,central_heating,0,0,40,500,1920,111388062,0,0,500,28,first_time_use,2,0,roof_storey,1,1,5,0,Niederschöneweide_Treptow,35.1,0,"Köllnische Straße 56, 12439 Berlin, Germany",Treptow,East,Roof Storey,New
5297,200,central_heating,0,1,2.4,1100,1920,111139043,1,1,900,60,first_time_use_after_refurbishment,2,0,apartment,2,2,3,0,Schöneberg_Schöneberg,70.3,0,"Peter-Vischer-Straße 7, 12157 Berlin, Germany",Schöneberg,Central,Apartment,New
5092,350,central_heating,0,1,40,1800,1920,89453070,1,1,1450,100,mint_condition,2,0,raised_ground_floor,3,1,4,1,Mitte_Mitte,105.4,0,"Rheinsberger Strasse 62, 10115 Berlin, Germany",Mitte,Central,Ground Floor,Well-maintained
2389,110,central_heating,0,1,40,1100,1984,114832922,1,1,950,46.85,first_time_use,2,0,apartment,1.5,5,7,0,Neukölln_Neukölln,40,1,"Emser 55, 12051 Berlin, Germany",Neukölln,South,Apartment,New
3224,116.55,district_heating,0,0,40,1088.76,1984,113860613,1,1,907.61,67.23,well_kept,3,1,ground_floor,2,0,6,0,Tiergarten_Tiergarten,64.6,0,"Bachstraße 3, 10555 Berlin, Germany",Tiergarten,Central,Ground Floor,Well-maintained
3343,247,gas_heating,0,1,40,703.58,1984,115677677,0,0,456.58,68.94,first_time_use,2,0,apartment,1.5,3,4,0,Spandau_Spandau,109,0,"Lindenufer 38, 13597 Berlin, Germany",Spandau,West,Apartment,New
6143,134,district_heating,0,1,40,803,1984,113460168,1,1,669,57.35,modernized,2,1,apartment,2,8,5,0,Friedrichsfelde_Lichtenberg,70,0,"Rhinstraße 3, 10315 Berlin, Germany",Lichtenberg,East,Apartment,Renovated
6927,153,district_heating,0,1,40,832,1984,106986509,0,0,679,68.86,well_kept,2,1,apartment,3,5,5,0,Friedrichsfelde_Lichtenberg,84,0,"Rhinstraße 3, 10315 Berlin, Germany",Lichtenberg,East,Apartment,Well-maintained
7927,160,district_heating,0,1,40,829,1984,111364816,1,1,669,68.86,modernized,2,1,apartment,3,2,6,0,Friedrichsfelde_Lichtenberg,84,0,"Rhinstraße 5, 10315 Berlin, Germany",Lichtenberg,East,Apartment,Renovated
8610,128,district_heating,0,1,40,757,1984,106986513,0,0,629,57.35,modernized,2,1,apartment,2,2,6,0,Friedrichsfelde_Lichtenberg,70,0,"Rhinstraße 5, 10315 Berlin, Germany",Lichtenberg,East,Apartment,Renovated
3779,134,district_heating,0,1,40,803,1984,110232244,0,0,669,57.35,modernized,2,1,apartment,2,5,6,0,Friedrichsfelde_Lichtenberg,70,0,"Rhinstraße 7, 10315 Berlin, Germany",Lichtenberg,East,Apartment,Renovated
7760,83,district_heating,0,1,40,542,1984,107004773,0,0,459,37.1,need_of_renovation,2,1,apartment,1,10,4,0,Friedrichsfelde_Lichtenberg,45,0,"Rhinstraße 7, 10315 Berlin, Germany",Lichtenberg,East,Apartment,Needs Work
2804,86,district_heating,0,1,40,585,1984,113813449,0,0,499,37.17,modernized,2,1,apartment,1,6,4,0,Friedrichsfelde_Lichtenberg,45,0,"Rhinstraße 11, 10315 Berlin, Germany",Lichtenberg,East,Apartment,Renovated
8140,212,district_heating,0,1,40,1161,1984,114258695,0,0,949,91.12,modernized,2,1,apartment,4,8,4,0,Friedrichsfelde_Lichtenberg,111,0,"Rhinstraße 13, 10315 Berlin, Germany",Lichtenberg,East,Apartment,Renovated
6343,115.11,central_heating,0,1,10,518.24,1984,111404823,1,1,351.71,46.69,first_time_use,2,1,apartment,2,2,4,0,Lichterfelde_Steglitz,51.4,0,"Ringstraße 75, 12205 Berlin, Germany",Steglitz,West,Apartment,New
3159,203.21,district_heating,0,1,2.4,714.78,1984,113762277,0,0,511.57,83.59,well_kept,2,0,apartment,4,4,6,0,Neu_Hohenschönhausen_Hohenschönhausen,54.2,0,"Röttkenring 2, 13053 Berlin, Germany",Hohenschönhausen,East,Apartment,Well-maintained
3440,150,district_heating,0,1,40,799,1984,115430237,0,0,649,67.35,modernized,2,1,apartment,3,8,5,0,Neu_Hohenschönhausen_Hohenschönhausen,73,0,"Welsestraße 2, 13057 Berlin, Germany",Hohenschönhausen,East,Apartment,Renovated
3492,85,district_heating,0,1,40,564,1984,110803204,0,0,479,36.96,modernized,2,1,apartment,1,9,5,0,Neu_Hohenschönhausen_Hohenschönhausen,42,0,"Welsestraße 2, 13057 Berlin, Germany",Hohenschönhausen,East,Apartment,Renovated
7648,153,district_heating,0,1,40,802,1984,111364818,1,1,649,67.35,modernized,2,1,apartment,3,11,4,0,Neu_Hohenschönhausen_Hohenschönhausen,76,0,"Welsestraße 2, 13057 Berlin, Germany",Hohenschönhausen,East,Apartment,Renovated
3752,200,district_heating,0,1,40,979,1984,113369375,1,1,779,88.16,modernized,2,1,apartment,3,9,2,0,Neu_Hohenschönhausen_Hohenschönhausen,99,0,"Welsestraße 4, 13057 Berlin, Germany",Hohenschönhausen,East,Apartment,Renovated
8253,161,district_heating,0,1,40,840,1984,113741397,1,1,679,70.74,modernized,2,1,apartment,3,10,12,0,Neu_Hohenschönhausen_Hohenschönhausen,80,0,"Welsestraße 6, 13057 Berlin, Germany",Hohenschönhausen,East,Apartment,Renovated
7546,357,central_heating,0,1,40,1149.7,1984,112684203,1,1,792.7,106.26,well_kept,3,1,apartment,3,2,4,0,Tempelhof_Tempelhof,105.4,0,"Kaiserstraße 1, 12105 Berlin, Germany",Tempelhof,South,Apartment,Well-maintained
5319,310,oil_heating,0,1,40,1890,1984,109291532,1,1,1580,143.58,modernized,3,0,roof_storey,4,4,4,0,Lichterfelde_Steglitz,100,1,"Osdorfer Str. 2, 12207 Berlin, Germany",Steglitz,West,Roof Storey,Renovated
3019,172,district_heating,0,1,40,851,1984,115483062,0,0,679,71.2,modernized,2,1,apartment,3,6,3,0,Neu_Hohenschönhausen_Hohenschönhausen,82,0,"Randowstraße 2, 13057 Berlin, Germany",Hohenschönhausen,East,Apartment,Renovated
3670,160,district_heating,0,1,40,889,1984,115127209,1,1,729,67.35,modernized,2,1,apartment,3,2,4,0,Neu_Hohenschönhausen_Hohenschönhausen,90,0,"Randowstraße 2, 13057 Berlin, Germany",Hohenschönhausen,East,Apartment,Renovated
7751,161,district_heating,0,1,40,810,1984,111069998,1,1,649,70.68,modernized,2,1,apartment,3,5,4,0,Neu_Hohenschönhausen_Hohenschönhausen,80,0,"Randowstraße 2, 13057 Berlin, Germany",Hohenschönhausen,East,Apartment,Renovated
6926,109,district_heating,0,1,40,658,1984,110980760,0,0,549,47.63,modernized,2,1,apartment,2,5,7,0,Neu_Hohenschönhausen_Hohenschönhausen,54,0,"Randowstraße 4, 13057 Berlin, Germany",Hohenschönhausen,East,Apartment,Renovated
854,206,district_heating,0,1,40,1205,1984,111364817,0,0,999,90.89,modernized,2,1,apartment,4,1,4,0,Neu_Hohenschönhausen_Hohenschönhausen,102,0,"Randowstraße 8, 13057 Berlin, Germany",Hohenschönhausen,East,Apartment,Renovated
5361,161,district_heating,0,1,40,840,1984,113477716,1,1,679,70.74,modernized,2,1,apartment,3,10,2,0,Neu_Hohenschönhausen_Hohenschönhausen,80,0,"Randowstraße 8, 13057 Berlin, Germany",Hohenschönhausen,East,Apartment,Renovated
5656,161,district_heating,0,1,40,810,1984,115282293,1,1,649,70.74,modernized,2,1,apartment,3,10,1,0,Neu_Hohenschönhausen_Hohenschönhausen,80,0,"Randowstraße 8, 13057 Berlin, Germany",Hohenschönhausen,East,Apartment,Renovated
8210,160,district_heating,0,1,40,799,1984,110980761,0,0,639,71.19,modernized,2,1,roof_storey,3,11,5,0,Neu_Hohenschönhausen_Hohenschönhausen,78,0,"Randowstraße 8, 13057 Berlin, Germany",Hohenschönhausen,East,Roof Storey,Renovated
5695,155.18,district_heating,0,1,40,615.1,1984,113499269,0,0,459.92,47.66,first_time_use,2,1,apartment,1.5,4,4,0,Lichterfelde_Steglitz,43,0,"Scheelestr. 110, 12209 Berlin, Germany",Steglitz,West,Apartment,New
5093,100,central_heating,0,0,5,1010,1984,106840531,1,1,850,53.18,well_kept,2,1,apartment,1.5,1,3,0,Spandau_Spandau,60,0,"Sedanstraße 4e, 13581 Berlin, Germany",Spandau,West,Apartment,Well-maintained
7408,206,district_heating,0,1,40,1105,1984,110659857,0,0,899,90.89,modernized,2,1,apartment,4,11,5,0,Neu_Hohenschönhausen_Hohenschönhausen,102,0,"Welsestraße 10, 13057 Berlin, Germany",Hohenschönhausen,East,Apartment,Renovated
2539,245.03,central_heating,0,0,40,663.26,1984,115648459,0,0,418.23,79.5,first_time_use,2,0,apartment,4,3,18,0,Neu_Hohenschönhausen_Hohenschönhausen,140.5,0,"Zingster Str. 3, 13051 Berlin, Germany",Hohenschönhausen,East,Apartment,New
7552,141.28,central_heating,0,0,40,420.42,1984,115648465,0,0,279.14,46,first_time_use,2,0,apartment,2,10,4,0,Neu_Hohenschönhausen_Hohenschönhausen,70.3,0,"Zingster Str. 3, 13051 Berlin, Germany",Hohenschönhausen,East,Apartment,New
362,130,central_heating,0,1,40,1350,1984,111072410,1,1,1160,64.55,first_time_use_after_refurbishment,3,1,apartment,2,4,5,1,Wilmersdorf_Wilmersdorf,60,0,"Bundesallee 34 a, 10717 Berlin, Germany",Wilmersdorf,West,Apartment,New
3782,140,central_heating,0,1,40,1300,1984,115558562,1,1,1100,60.15,first_time_use,2,1,roof_storey,2,6,7,1,Neukölln_Neukölln,60,1,"Emser Straße 55, 12051 Berlin, Germany",Neukölln,South,Roof Storey,New
3690,206,district_heating,0,1,40,1255,1984,113280927,0,0,1049,90.89,modernized,2,1,apartment,4,3,5,0,Neu_Hohenschönhausen_Hohenschönhausen,102,0,"Randowstraße 10, 13057 Berlin, Germany",Hohenschönhausen,East,Apartment,Renovated
7420,206,district_heating,0,1,40,1145,1984,111031803,1,1,939,90.89,modernized,2,1,apartment,4,4,5,0,Neu_Hohenschönhausen_Hohenschönhausen,102,0,"Randowstraße 10, 13057 Berlin, Germany",Hohenschönhausen,East,Apartment,Renovated
8413,220,district_heating,0,1,40,1219,1984,115448199,0,0,999,90.89,well_kept,2,1,apartment,4,2,4,0,Neu_Hohenschönhausen_Hohenschönhausen,105,0,"Randowstraße 10, 13057 Berlin, Germany",Hohenschönhausen,East,Apartment,Well-maintained
7377,80,central_heating,0,1,40,475.65,1984,113148915,0,0,345.65,46.21,fully_renovated,3,0,ground_floor,1.5,0,3,1,Spandau_Spandau,50,0,"Fischerstraße  7, 13597 Berlin, Germany",Spandau,West,Ground Floor,Renovated
6127,141.96,central_heating,0,1,40,717.07,1984,113866283,0,0,497.5,81.49,first_time_use,2,0,apartment,4,5,6,0,Marzahn_Marzahn,77.6,0,"Parsteiner Ring 1, 12679 Berlin, Germany",Marzahn,East,Apartment,New
6971,51.89,central_heating,0,0,40,344.93,1984,111404800,0,0,261.38,32.55,first_time_use,2,0,apartment,1,5,6,0,Marzahn_Marzahn,31.7,0,"Brodowiner Ring 41, 12679 Berlin, Germany",Marzahn,East,Apartment,New
8011,117.94,central_heating,0,1,40,600.22,1984,113866284,0,0,419.23,68.67,first_time_use,2,1,apartment,3,1,6,0,Marzahn_Marzahn,63,0,"Parsteiner Ring 15, 12679 Berlin, Germany",Marzahn,East,Apartment,New
3673,132.25,floor_heating,0,0,40,696.37,1984,113664110,1,1,450.96,63.9,well_kept,3,1,raised_ground_floor,2,0,4,0,Reinickendorf_Reinickendorf,113.2,0,"Ritterlandweg  54d, 13409 Berlin, Germany",Reinickendorf,North,Ground Floor,Well-maintained
3241,406.79,floor_heating,0,1,10,2056.79,1984,111148162,1,1,1650,110,refurbished,3,0,maisonette,3.5,2,3,1,Zehlendorf_Zehlendorf,122.9,0,"Schillerstrasse 15, 14163 Berlin, Germany",Zehlendorf,West,Maisonette/Duplex,Renovated
6539,300,central_heating,0,1,32.1,1800,1984,111253420,1,1,1500,76,well_kept,3,1,apartment,3,1,11,0,Mitte_Mitte,105.4,0,"Michaelkirchplatz 00, 10179 Berlin, Germany",Mitte,Central,Apartment,Well-maintained
3851,175,central_heating,0,1,40,718.62,1984,111197993,1,1,488.62,66.57,fully_renovated,3,1,apartment,1.5,5,5,0,Charlottenburg_Charlottenburg,55,0,"Mierendorffstraße 7, 10589 Berlin, Germany",Charlottenburg,West,Apartment,Renovated
1236,88,district_heating,0,1,2.4,537,1984,111254278,0,0,449,37.03,modernized,2,1,apartment,1,6,5,0,Neu_Hohenschönhausen_Hohenschönhausen,44,0,"Wustrower Straße 11, 13051 Berlin, Germany",Hohenschönhausen,East,Apartment,Renovated
8515,170,district_heating,0,1,2.4,899,1984,115127216,1,1,729,71.2,modernized,2,1,apartment,3,7,5,0,Neu_Hohenschönhausen_Hohenschönhausen,85,0,"Wustrower Straße 15, 13051 Berlin, Germany",Hohenschönhausen,East,Apartment,Renovated
457,114,district_heating,0,1,2.4,673,1984,107004770,0,0,559,47.54,modernized,2,1,apartment,2,3,5,0,Neu_Hohenschönhausen_Hohenschönhausen,57,0,"Wustrower Straße 17, 13051 Berlin, Germany",Hohenschönhausen,East,Apartment,Renovated
4037,170,district_heating,0,1,2.4,899,1984,113191161,1,1,729,71.2,modernized,2,1,roof_storey,3,11,3,0,Neu_Hohenschönhausen_Hohenschönhausen,85,0,"Wustrower Straße 17, 13051 Berlin, Germany",Hohenschönhausen,East,Roof Storey,Renovated
3644,155.6,central_heating,0,1,40,732.04,1984,113030140,0,0,511.44,67.94,first_time_use,2,0,apartment,3,2,3,0,Lichtenrade_Tempelhof,65,0,"Kloster-Zinna-Str. 39, 12309 Berlin, Germany",Tempelhof,South,Apartment,New
6375,194.43,central_heating,0,1,40,876.44,1984,115239153,0,0,606.65,75.36,first_time_use,3,1,apartment,3,3,6,0,Charlottenburg_Charlottenburg,75.4,0,"Nordhauser Straße 19, 10589 Berlin, Germany",Charlottenburg,West,Apartment,New
5533,90,central_heating,0,1,40,797,1984,106482327,0,0,582,68.53,well_kept,3,0,roof_storey,3,4,4,0,Neukölln_Neukölln,125,0,"Silbersteinstraße 98, 12051 Berlin, Germany",Neukölln,South,Roof Storey,Well-maintained
