,serviceCharge,heatingType,newlyConst,balcony,telekomUploadSpeed,totalRent,yearConstructed,scoutId,hasKitchen,cellar,baseRent,livingSpace,condition,petsAllowed,lift,typeOfFlat,noRooms,floorNo,numberOfFloors,garden,regio3,heatingCosts,ParkSpaces,fullAddress
80996,100.0,district_heating,False,True,40.0,559.0,1972.0,111305932,False,False,419.0,41.0,refurbished,negotiable,True,apartment,1.0,6.0,18.0,False,Neukölln_Neukölln,40.0,0,"Sonnenallee 281, 12057 Berlin, Germany"
81013,145.0,district_heating,False,True,40.0,930.0,1959.0,115364579,False,True,740.0,61.47,first_time_use_after_refurbishment,negotiable,True,apartment,2.0,5.0,5.0,False,Reinickendorf_Reinickendorf,45.0,1,"Septimerstr. 44, 13407 Berlin, Germany"
81059,111.0,central_heating,False,False,10.0,1095.0,1986.0,91734676,False,False,900.0,76.69,first_time_use_after_refurbishment,negotiable,False,ground_floor,2.0,0.0,4.0,False,Tiergarten_Tiergarten,84.0,0,"Rostocker Str. 14, 10553 Berlin, Germany"
81159,170.0,central_heating,False,False,40.0,969.0,2018.0,115695339,True,False,799.0,36.0,mint_condition,no,True,apartment,1.0,4.0,5.0,False,Köpenick_Köpenick,0.0,0,"Lindenstraße 28, 12555 Berlin, Germany"
81194,134.26,central_heating,False,True,10.0,586.54,1987.0,107369665,False,False,394.22,69.04,first_time_use,no,True,apartment,2.0,5.0,6.0,False,Marzahn_Marzahn,58.06,0,"Havemannstraße 15, 12689 Berlin, Germany"
81225,200.0,central_heating,False,True,10.0,1220.0,1970.0,89123577,True,True,1020.0,65.0,refurbished,no,True,apartment,2.0,2.0,5.0,True,Tiergarten_Tiergarten,70.25322618168907,1,"Spenerstr. 27, 10557 Berlin, Germany"
81281,60.0,self_contained_central_heating,False,False,40.0,895.1266130908446,1900.0,113193382,True,False,800.0,40.0,first_time_use,no,False,roof_storey,1.0,5.0,5.0,False,Schöneberg_Schöneberg,35.126613090844536,0,"Goltzstraße 38, 10781 Berlin, Germany"
81304,155.0,central_heating,False,True,32.13564239968631,745.0,1935.0,114947747,True,False,540.0,51.0,first_time_use_after_refurbishment,negotiable,False,ground_floor,1.0,1.0,3.0,True,Staaken_Spandau,35.126613090844536,1,"Metropolitan Park 52, 13591 Berlin, Germany"
81372,76.0,central_heating,False,False,40.0,476.0,1980.0,114964961,True,False,500.0,19.6,first_time_use,no,True,apartment,1.0,4.0,4.0,False,Wedding_Wedding,35.126613090844536,0,"Gerichtstraße 65-68, 13347 Berlin, Germany"
81376,80.0,central_heating,False,False,10.0,769.0,1964.0,113436902,False,False,769.0,45.0,well_kept,no,True,apartment,1.5,1.0,6.0,False,Wilmersdorf_Wilmersdorf,50.0,0,"Olivaer Platz 8, 10707 Berlin, Germany"
81378,85.0,gas_heating,False,True,40.0,835.0,1933.0,115475171,True,True,601.28,61.86,refurbished,no,False,terraced_flat,2.0,0.0,2.0,True,Spandau_Spandau,70.0,0,"Oberhauser Straße 10, 13583 Berlin, Germany"
81391,447.0,central_heating,True,True,32.13564239968631,4247.0,2019.0,114973195,True,True,3800.0,154.0,mint_condition,no,True,apartment,5.0,6.0,6.0,False,Tiergarten_Tiergarten,175.63306545422267,0,"Hilda-Geiringer-Weg H 9, 10557 Berlin, Germany"
81424,100.0,central_heating,False,True,40.0,765.0,1959.0,115670855,False,True,630.0,50.03,first_time_use_after_refurbishment,negotiable,True,ground_floor,1.0,0.0,3.0,False,Reinickendorf_Reinickendorf,35.0,1,"Holländerstr. 46, 13407 Berlin, Germany"
81427,309.88,district_heating,False,True,2.4,840.71,1977.0,113859674,False,True,530.83,77.5,well_kept,no,True,apartment,2.5,2.0,3.0,False,Siemensstadt_Spandau,124.13,0,"Saatwinkler Damm 135, 13629 Berlin, Germany"
81444,156.0,oil_heating,False,False,40.0,1234.0,1900.0,106876969,False,False,999.0,91.0,well_kept,no,False,apartment,2.0,2.0,5.0,False,Schmargendorf_Wilmersdorf,79.0,0,"Breite Straße 14a, 14199 Berlin, Germany"
81480,97.26,central_heating,False,True,32.13564239968631,1046.48,2017.0,115538470,True,True,888.31,64.84,first_time_use,no,True,apartment,2.0,1.0,7.0,True,Schmöckwitz_Köpenick,60.91,0,"Gaffelsteig 1, 12527 Berlin, Germany"
81499,100.0,oil_heating,False,False,40.0,659.0,1954.0,110858910,False,False,499.0,54.0,modernized,negotiable,False,apartment,2.0,2.0,5.0,False,Spandau_Spandau,60.0,0,"Mertensstraße 5b, 13587 Berlin, Germany"
81522,320.0,floor_heating,False,True,40.0,1870.0,2012.0,113664810,True,True,1550.0,109.0,mint_condition,no,True,apartment,3.0,1.0,5.0,False,Mitte_Mitte,105.37983927253362,1,"Tieckstraße 21, 10115 Berlin, Germany"
81553,50.0,central_heating,False,False,40.0,990.0,1980.0,115640017,True,False,940.0,19.0,modernized,no,False,apartment,1.0,4.0,1.0,False,Tiergarten_Tiergarten,35.126613090844536,0,"Joseph-von-Eichendorff-Gasse 1, 10785 Berlin, Germany"
81567,75.79,district_heating,True,True,32.13564239968631,646.7599999999999,2019.0,112930935,False,True,530.55,50.53,well_kept,no,True,other,2.0,5.0,4.0,False,Hellersdorf_Hellersdorf,40.42,0,"Schwarzheider Str. 26, 12627 Berlin, Germany"
81599,153.0,central_heating,False,True,40.0,1099.0,1970.0,113142128,False,True,1099.0,43.0,first_time_use_after_refurbishment,negotiable,True,apartment,1.5,3.0,8.0,False,Charlottenburg_Charlottenburg,52.68991963626681,1,"Rognitzstr. 17, 14059 Berlin, Germany"
81615,245.03,central_heating,False,False,40.0,663.26,1984.0,115648459,False,False,418.23,79.5,first_time_use,no,False,apartment,4.0,3.0,6.0,False,Neu_Hohenschönhausen_Hohenschönhausen,140.50645236337814,0,"Zingster Str. 3, 13051 Berlin, Germany"
81648,89.28,central_heating,False,False,40.0,420.01,1974.0,115271276,False,False,298.2,37.9,first_time_use,no,True,apartment,1.0,1.0,2.0,False,Spandau_Spandau,32.53,0,"Baumertweg 11, 13595 Berlin, Germany"
81717,160.0,floor_heating,False,True,40.0,739.0,1998.0,109762158,True,True,579.0,52.61,modernized,no,True,apartment,1.5,2.0,4.0,False,Französisch_Buchholz_Pankow,92.0,0,"Guyotstraße 25, 13127 Berlin, Germany"
81741,40.0,central_heating,False,False,40.0,740.0,1900.0,113451206,True,False,700.0,24.0,first_time_use,no,False,ground_floor,1.0,1.0,5.0,False,Schöneberg_Schöneberg,35.126613090844536,0,"Czeminskistraße 7, 10829 Berlin, Germany"
81756,410.0,central_heating,False,False,40.0,4610.0,1910.0,111241718,False,False,4200.0,130.0,first_time_use,no,False,apartment,3.0,0.0,5.0,False,Charlottenburg_Charlottenburg,105.37983927253362,0,"Reichstr. 103, 14052 Berlin, Germany"
81868,104.0,central_heating,False,False,40.0,1216.0,1900.0,106613945,True,False,1032.0,86.0,well_kept,negotiable,False,apartment,2.0,3.0,4.0,False,Schöneberg_Schöneberg,80.0,0,"Kärntener Straße 4, 10827 Berlin, Germany"
81889,110.0,gas_heating,True,True,40.0,1328.56,2020.0,115366697,True,True,1158.56,72.41,first_time_use,yes,True,ground_floor,2.0,0.0,6.0,False,Charlottenburg_Charlottenburg,60.0,0,"Herderstr. 3, 10625 Berlin, Germany"
81917,131.62,central_heating,False,True,10.0,748.57,1900.0,111289661,False,False,616.95,41.13,fully_renovated,no,False,apartment,1.0,4.0,5.0,False,Friedrichshain_Friedrichshain,61.7,0,"Pettenkoferstraße 6, 10247 Berlin, Germany"
81921,198.0,central_heating,False,True,40.0,855.07,1979.0,106589485,True,False,557.07,80.97,well_kept,negotiable,True,ground_floor,2.0,0.0,7.0,False,Kreuzberg_Kreuzberg,100.0,0,"Hasenheide  35, 10967 Berlin, Germany"
81924,50.0,central_heating,False,True,10.0,890.0,1962.0,111213617,True,True,800.0,38.35,well_kept,yes,True,raised_ground_floor,1.0,3.0,6.0,False,Charlottenburg_Charlottenburg,40.0,1,"schlüterstrasse 43, 10707 Berlin, Germany"
81934,60.0,central_heating,False,False,40.0,1090.0,1900.0,113663047,True,False,967.39,50.04,first_time_use,no,False,apartment,2.0,4.0,5.0,False,Kreuzberg_Kreuzberg,62.61,0,"Monumentenstraße 28, 10965 Berlin, Germany"
81968,63.0,central_heating,False,False,2.4,515.8,1989.0,106444087,False,False,394.8,39.48,first_time_use,no,False,apartment,1.0,1.0,4.0,False,Kaulsdorf_Hellersdorf,58.0,0,"Ohserring  5, 12619 Berlin, Germany"
82030,123.0,central_heating,True,True,32.13564239968631,1536.3,2019.0,115433019,True,False,1336.3,76.36,mint_condition,no,True,apartment,3.0,4.0,12.0,False,Kreuzberg_Kreuzberg,77.0,1,"Stresemannstraße 65, 10963 Berlin, Germany"
82050,434.5,central_heating,False,False,40.0,1864.5,1980.0,106741348,True,True,1430.0,110.0,first_time_use,no,True,apartment,3.5,5.0,6.0,False,Friedrichshain_Friedrichshain,122.94314581795588,0,"Frankfurter Allee 5, 10247 Berlin, Germany"
82081,200.0,floor_heating,False,True,40.0,1150.0,2016.0,111343426,True,True,950.0,49.0,mint_condition,no,True,apartment,2.0,4.0,7.0,True,Mitte_Mitte,70.25322618168907,0,"Schützenstr. 41, 10117 Berlin, Germany"
82085,400.0,floor_heating,False,True,32.13564239968631,2800.0,1980.0,115655416,True,True,2400.0,173.0,mint_condition,no,True,other,3.0,2.0,4.0,False,Mitte_Mitte,105.37983927253362,1,"Köpenicker Straße 126, 10179 Berlin, Germany"
82111,60.0,central_heating,False,False,40.0,850.0,1900.0,106752108,True,False,750.0,38.3,first_time_use,no,False,apartment,1.0,2.0,3.0,False,Wedding_Wedding,40.0,0,"Türkenstraße 21, 13349 Berlin, Germany"
82141,93.0,self_contained_central_heating,False,True,40.0,652.84,1962.0,113842208,False,True,539.84,38.56,first_time_use,no,False,apartment,1.0,2.0,4.0,False,Charlottenburg_Charlottenburg,20.0,0,"Spandauer Damm 29, 14059 Berlin, Germany"
82159,180.0,central_heating,False,False,40.0,1170.0,1900.0,115528504,True,True,990.0,93.0,refurbished,no,False,roof_storey,3.0,19.0,20.0,True,Lichterfelde_Steglitz,105.37983927253362,0,"Brüderstraße 05, 12205 Berlin, Germany"
82181,153.0,floor_heating,False,True,40.0,2190.0,1980.0,114260668,True,True,1950.0,112.0,first_time_use,negotiable,True,apartment,4.0,1.0,5.0,False,Charlottenburg_Charlottenburg,140.50645236337814,1,"Heubnerweg 7 A, 14059 Berlin, Germany"
82195,128.0,central_heating,False,True,40.0,1363.0,1906.0,110633366,False,False,1235.0,44.91,first_time_use,negotiable,True,apartment,2.0,4.0,0.0,False,Prenzlauer_Berg_Prenzlauer_Berg,70.25322618168907,0,"Rykestr. 50, 10405 Berlin, Germany"
82242,160.0,district_heating,False,True,40.0,779.0,1985.0,111385037,True,True,619.0,68.54,well_kept,no,False,roof_storey,3.0,5.0,5.0,False,Hellersdorf_Hellersdorf,81.0,0,"Kastanienallee 126, 12627 Berlin, Germany"
82264,215.62,district_heating,False,True,40.0,739.97,1978.0,111186481,False,False,524.35,68.78,first_time_use_after_refurbishment,no,True,apartment,3.0,9.0,5.0,False,Marzahn_Marzahn,58.25,0,"Allee der Kosmonauten 125, 12681 Berlin, Germany"
82265,160.6,central_heating,True,True,32.13564239968631,1284.8,2019.0,115672321,False,True,963.5,64.24,first_time_use,negotiable,True,apartment,2.5,4.0,4.0,False,Reinickendorf_Reinickendorf,160.6,0,"Reginhardstr. 16a, 13409 Berlin, Germany"
82283,260.0,floor_heating,True,True,40.0,2815.3798392725334,2019.0,113640906,True,True,2450.0,102.65,first_time_use,no,True,apartment,3.0,4.0,6.0,False,Friedrichshain_Friedrichshain,105.37983927253362,1,"Stralauer Allee 13, 10245 Berlin, Germany"
82302,150.0,district_heating,False,True,40.0,609.03,1973.0,115380674,False,False,399.03,57.0,well_kept,negotiable,True,apartment,2.0,7.0,7.0,False,Neukölln_Neukölln,60.0,0,"Dieselstr. 11, 12057 Berlin, Germany"
82309,2300.0,central_heating,False,True,10.0,7415.506452363378,2003.0,110748388,False,True,4975.0,307.0,mint_condition,no,True,apartment,4.0,1.0,9.0,False,Tiergarten_Tiergarten,140.50645236337814,1,"Am Park 4, 10785 Berlin, Germany"
82349,70.0,central_heating,False,True,32.13564239968631,1422.2,1919.0,111313231,False,True,1282.2,85.48,first_time_use,negotiable,False,apartment,3.0,2.0,3.0,True,Köpenick_Köpenick,70.0,0,"Grünauer Str. 75, 12557 Berlin, Germany"
82363,155.28,floor_heating,True,True,40.0,1442.81,2019.0,111150137,True,True,1287.53,65.0,first_time_use,negotiable,True,roof_storey,2.0,6.0,6.0,False,Schöneberg_Schöneberg,70.25322618168907,0,"Lindauer Straße 6, 10781 Berlin, Germany"
82370,65.0,central_heating,False,False,40.0,680.0,1900.0,106485276,True,True,560.0,38.75,first_time_use,no,False,apartment,1.0,1.0,5.0,False,Oberschöneweide_Köpenick,55.0,0,"Fritz-Kirsch-Zeile 17, 12459 Berlin, Germany"
82375,15.0,central_heating,False,False,40.0,839.0,1968.0,112680323,True,False,824.0,32.0,first_time_use,no,True,apartment,1.0,16.0,17.0,False,Kreuzberg_Kreuzberg,35.126613090844536,0,"Stresemannstraße 74, 10963 Berlin, Germany"
82386,164.0,central_heating,True,True,40.0,1209.2532261816891,2018.0,107353938,False,False,975.0,57.0,first_time_use,negotiable,False,terraced_flat,2.0,0.0,5.0,False,Charlottenburg_Charlottenburg,70.25322618168907,0,"Krumme Straße 33, 10627 Berlin, Germany"
82471,113.05,central_heating,False,True,40.0,701.38,1997.0,113866299,False,False,526.11,72.07,first_time_use,no,False,apartment,3.0,3.0,3.0,False,Biesdorf_Marzahn,62.22,0,"Wuhlestraße 19C, 12683 Berlin, Germany"
82482,102.0,central_heating,False,False,40.0,843.0,1900.0,107476240,False,False,741.0,32.2,first_time_use,negotiable,False,apartment,1.0,0.0,4.0,False,Kreuzberg_Kreuzberg,35.126613090844536,0,"Fidicinstr. 34, 10965 Berlin, Germany"
82496,143.0,floor_heating,False,True,10.0,2027.0,2013.0,108344266,False,True,1660.0,114.0,mint_condition,negotiable,False,apartment,4.0,2.0,5.0,False,Mitte_Mitte,224.0,0,"Liesenstr. 3 a, 10115 Berlin, Germany"
82521,220.0,self_contained_central_heating,False,False,10.0,1292.0,1890.0,103140645,False,False,1072.0,67.02,first_time_use,no,False,apartment,3.0,1.0,4.0,False,Tempelhof_Tempelhof,105.37983927253362,0,"Tempelhofer Damm 190, 12099 Berlin, Germany"
82529,100.0,district_heating,False,True,10.0,935.0,1910.0,94330824,False,False,770.0,67.09,well_kept,negotiable,False,apartment,1.0,3.0,5.0,False,Tiergarten_Tiergarten,65.0,0,"Alt-Moabit 131, 10557 Berlin, Germany"
82556,124.0,district_heating,False,True,40.0,520.2,1980.0,113500239,True,True,396.2,35.63,first_time_use,negotiable,False,raised_ground_floor,1.5,1.0,3.0,True,Buch_Pankow,52.68991963626681,0,"Wiltbergstraße 50, 13125 Berlin, Germany"
82566,210.83,district_heating,True,True,32.13564239968631,1446.73,2018.0,106341946,True,True,1235.9,72.7,first_time_use,no,True,apartment,2.0,3.0,6.0,False,Schöneberg_Schöneberg,70.25322618168907,0,"Kurfürstenstr. 136, 10783 Berlin, Germany"
82590,190.28,district_heating,False,True,40.0,860.32,1960.0,113786529,False,True,670.04,53.39,modernized,no,True,apartment,2.0,5.0,6.0,False,Kreuzberg_Kreuzberg,59.32,0,"Franz-Künstler-Str. 19, 10969 Berlin, Germany"
82607,200.0,district_heating,False,True,40.0,1100.0,1980.0,113344579,True,False,900.0,58.3,mint_condition,no,True,apartment,2.0,6.0,5.0,False,Mitte_Mitte,70.25322618168907,0,"Mollstraße 3b, 10178 Berlin, Germany"
82613,100.0,self_contained_central_heating,False,True,40.0,1200.0,1904.0,114828917,False,False,1100.0,83.58,first_time_use,no,False,apartment,3.0,1.0,6.0,False,Prenzlauer_Berg_Prenzlauer_Berg,105.37983927253362,0,"Wichertstraße 8, 10439 Berlin, Germany"
82657,193.0,central_heating,False,True,40.0,1696.0,1908.0,106586547,True,True,1365.0,129.89,mint_condition,negotiable,True,maisonette,4.0,4.0,5.0,False,Niederschönhausen_Pankow,138.0,0,"Blankenburger Str. 16, 13156 Berlin, Germany"
82678,200.0,self_contained_central_heating,False,True,2.4,2200.0,1898.0,114993764,True,False,2000.0,131.5,first_time_use,no,False,roof_storey,4.0,5.0,6.0,False,Prenzlauer_Berg_Prenzlauer_Berg,140.50645236337814,0,"Oderberger Straße 6, 10435 Berlin, Germany"
82731,160.0,central_heating,True,False,40.0,1100.0,2019.0,115248381,True,True,940.0,49.3,first_time_use,negotiable,True,apartment,2.0,1.0,6.0,False,Mitte_Mitte,55.0,0,"Stallschreiber Straße 31, 10179 Berlin, Germany"
82743,110.0,central_heating,False,False,10.0,1025.0,1908.0,107183301,False,False,850.0,64.77,well_kept,negotiable,False,apartment,2.0,3.0,5.0,False,Prenzlauer_Berg_Prenzlauer_Berg,65.0,0,"Isländische Straße 9, 10439 Berlin, Germany"
82748,202.0,central_heating,False,True,2.4,751.0,1999.0,106499728,False,True,549.0,73.61,well_kept,no,False,apartment,3.0,3.0,11.0,False,Hellersdorf_Hellersdorf,103.0,0,"Kastanienallee 12, 12627 Berlin, Germany"
82749,153.0,district_heating,False,True,40.0,1337.5064523633782,1994.0,111184027,True,False,1044.0,110.08,first_time_use,no,False,apartment,4.0,1.0,3.0,False,Köpenick_Köpenick,140.50645236337814,0,"Grünauer Str. 78, 12557 Berlin, Germany"
82754,275.0,central_heating,False,True,40.0,2095.0,1974.0,115447935,True,True,1595.0,151.0,first_time_use,negotiable,False,apartment,4.0,0.0,4.0,True,Lichtenrade_Tempelhof,225.0,0,"Dossestr 0, 12307 Berlin, Germany"
82799,172.0,central_heating,True,True,32.13564239968631,1142.0,2020.0,115691781,True,True,970.0,51.0,first_time_use,no,True,apartment,2.0,3.0,6.0,False,Prenzlauer_Berg_Prenzlauer_Berg,72.0,0,"Bornholmer Straße 68, 10439 Berlin, Germany"
82852,91.0,central_heating,False,False,40.0,597.0,1908.0,92643471,False,False,506.0,35.5,refurbished,negotiable,False,apartment,1.0,4.0,5.0,False,Neukölln_Neukölln,40.0,0,"Weichselplatz 2, 12045 Berlin, Germany"
82866,360.65,central_heating,False,True,32.13564239968631,2314.16,1992.0,115460989,True,True,1803.24,150.27,fully_renovated,negotiable,True,maisonette,4.0,6.0,7.0,False,Wilmersdorf_Wilmersdorf,150.27,1,"Durlacher Str. 11, 10715 Berlin, Germany"
82891,173.0,central_heating,False,True,40.0,942.0,1992.0,115587491,True,True,769.0,58.71,well_kept,no,True,apartment,2.0,1.0,5.0,False,Tempelhof_Tempelhof,65.0,0,"Burgemeisterstraße 72, 12103 Berlin, Germany"
82932,197.24,self_contained_central_heating,False,True,40.0,896.26,1929.0,108624505,False,False,699.02,75.98,modernized,no,False,ground_floor,2.0,0.0,2.0,False,Baumschulenweg_Treptow,68.53,0,"Hallberger Zeile 2, 12437 Berlin, Germany"
82967,116.51,central_heating,False,True,10.0,980.97,1997.0,93595497,True,True,771.26,77.67,well_kept,negotiable,True,ground_floor,2.0,0.0,4.0,False,Weißensee_Weißensee,93.2,1,"Heinersdorfer Straße 21, 13086 Berlin, Germany"
82992,520.0,floor_heating,False,True,40.0,3800.0,2002.0,98419467,True,True,3000.0,238.88,fully_renovated,negotiable,True,apartment,5.0,1.0,8.0,True,Tiergarten_Tiergarten,280.0,1,"Gabriele-Tergit-Promende 15, 10963 Berlin, Germany"
83014,86.0,central_heating,False,False,40.0,613.8,1982.0,113146740,False,True,486.8,55.13,first_time_use,no,False,apartment,2.0,8.0,4.0,False,Friedrichsfelde_Lichtenberg,41.0,0,"Gensinger Str. 04, 10315 Berlin, Germany"
83047,543.0,central_heating,False,True,40.0,2433.0,1998.0,108883402,True,True,1890.0,120.65,fully_renovated,no,True,apartment,4.0,3.0,8.0,False,Tiergarten_Tiergarten,140.50645236337814,1,"Alte Potsdamer Straße 11, 10785 Berlin, Germany"
83052,248.0,central_heating,True,True,32.13564239968631,1512.0,2018.0,111084378,True,True,1264.0,84.0,first_time_use,negotiable,True,apartment,3.0,2.0,6.0,False,Tiergarten_Tiergarten,105.37983927253362,1,"Lydia-Rabinowitsch-Straße 8, 10557 Berlin, Germany"
83113,231.17,floor_heating,False,True,2.4,1282.17,1980.0,113695176,True,True,1051.0,70.05,first_time_use,no,True,apartment,2.0,1.0,4.0,False,Friedrichshain_Friedrichshain,70.25322618168907,0,"Frankfurter Allee 55, 10247 Berlin, Germany"
83128,350.0,floor_heating,False,True,40.0,1840.0,1980.0,115636584,True,True,1490.0,98.0,first_time_use,negotiable,False,raised_ground_floor,3.0,1.0,2.0,True,Schmargendorf_Wilmersdorf,105.37983927253362,0,"Kissinger Str 57, 14199 Berlin, Germany"
83136,170.0,central_heating,False,True,40.0,950.0,1976.0,113806635,False,False,670.0,83.0,first_time_use,negotiable,False,apartment,3.0,1.0,5.0,False,Buckow_Neukölln,110.0,0,"Heideläuferweg 32, 12353 Berlin, Germany"
83152,126.98,district_heating,True,True,40.0,1358.69,2019.0,114146747,True,True,1168.22,63.49,first_time_use,negotiable,True,apartment,2.0,2.0,5.0,False,Tiergarten_Tiergarten,63.49,0,"Heidestraße 19, 10557 Berlin, Germany"
83193,219.0,floor_heating,True,True,32.13564239968631,2078.84,2019.0,111370788,True,True,1707.84,94.88,first_time_use,negotiable,True,apartment,3.0,2.0,5.0,False,Neukölln_Neukölln,152.0,1,"Glasower Straße 30, 12051 Berlin, Germany"
83258,153.0,central_heating,False,True,40.0,873.0,1980.0,111337400,True,True,653.0,73.0,first_time_use,no,True,apartment,2.0,3.0,6.0,False,Niederschönhausen_Pankow,70.25322618168907,0,"Blankenburger Straße 41, 13156 Berlin, Germany"
83284,181.77,district_heating,True,True,32.13564239968631,1400.0,2019.0,111361543,True,True,1155.22,69.91,first_time_use,no,True,roof_storey,2.0,5.0,5.0,False,Niederschöneweide_Treptow,63.01,0,"Flutstraße 3, 12439 Berlin, Germany"
