noRooms,totalRent,livingSpace,balcony
1.0,749.0,50.0,False
1.0,1100.0,40.0,True
5.0,2710.0,170.0,True
3.0,1569.3798392725337,91.19,True
3.0,1941.38,82.79,True
3.0,1625.0,82.2,True
1.5,649.0,42.28,True
2.0,982.99,52.0,False
3.0,2549.0,143.13,True
3.0,1400.0,61.62,True
2.5,757.56,67.37,True
2.0,607.39,51.76,True
3.0,965.0,75.25,True
1.0,508.22,39.87,True
3.0,1298.0,88.0,False
1.0,530.0,22.0,False
2.5,1180.0,63.0,True
2.0,609.03,58.0,True
2.0,531.0,61.36,False
3.0,1195.0,68.88,True
1.0,417.0,31.78,True
2.0,784.5,59.45,True
1.5,651.17,46.38,True
3.0,2746.3798392725334,157.0,True
3.5,1361.58,112.56,True
1.0,536.0,19.5,False
2.0,899.0,58.6,False
1.0,576.0,32.0,True
7.5,2695.0,262.0,False
1.0,470.0,35.32,True
3.0,1558.0,76.0,True
2.0,1285.0,67.33,False
2.0,1038.78,79.6,True
3.0,732.38,76.04,True
3.0,903.1,78.64,True
4.0,1308.0,97.42,True
3.0,2666.0,151.0,True
2.0,1350.0,72.0,True
1.0,1000.0,44.7,True
3.0,1788.14,81.65,True
3.0,2720.0,134.0,True
4.0,1273.64,95.64,True
1.0,492.0,29.4,False
2.0,1480.0,50.0,True
3.0,1118.92,78.16,True
3.0,637.58,56.91,False
3.0,2060.0,85.5,True
3.0,1998.18,99.0,True
2.0,1105.0,56.57,True
3.0,1989.0,87.13,False
3.0,1302.82,84.34,True
3.0,2099.0,124.0,True
2.5,831.03,77.07,True
3.0,1360.0,83.5,True
2.0,765.0,65.0,False
3.0,1657.67,102.89,True
3.0,1351.3798392725337,108.57,True
2.0,835.0,60.0,True
2.0,1080.0,60.0,True
2.0,970.0,55.36,False
4.0,2040.0,145.0,False
3.0,822.43,73.97,True
2.0,743.42,53.7,False
3.0,1499.0,78.04,True
4.0,2270.0,120.0,True
2.0,850.0,59.75,False
3.0,991.5,77.75,True
2.0,1406.17,76.86,False
2.0,720.0,49.36,False
3.0,812.01,76.36,True
2.0,956.2,58.11,True
3.0,3725.0,152.0,True
3.0,611.2,72.62,True
5.0,1371.0,100.34,True
3.0,1208.22,77.0,True
5.0,1545.88,114.57,True
2.5,1049.0,70.57,True
2.0,1275.0,65.41,False
2.0,918.49,53.1,True
3.0,1578.0,87.0,True
3.0,1250.0,110.0,False
4.0,3080.0,180.0,True
1.0,850.0,30.63,False
1.5,990.0,33.0,False
3.0,1645.9,75.5,True
3.0,1444.0,86.0,True
2.0,1205.0,83.0,False
1.0,545.0,35.22,False
3.0,1056.0,88.2,True
1.0,429.34,34.35,True
2.0,1472.0,72.0,True
1.0,530.0,33.54,True
3.0,624.6,69.4,True
2.5,998.0,70.0,True
2.0,770.69,63.11,True
2.0,1079.0,53.0,True
4.0,2195.6,109.78,True
3.0,1200.0,75.22,False
3.0,2752.74,122.89,True
3.0,1365.0,89.59,True
3.0,591.41,74.5,True
3.0,1648.0,101.0,True
4.0,4640.506452363378,230.0,True
2.0,649.0,55.0,False
3.0,1807.07,83.63,True
3.0,2224.32,118.23,False
3.0,1788.0,108.07,False
3.0,2070.0,109.2,True
3.0,1917.13,99.85,True
2.0,407.85,44.28,False
2.0,860.0,51.0,True
1.5,1100.0,46.85,True
2.0,1145.0,47.8,True
2.0,1020.0,51.0,False
2.0,896.0,66.0,True
1.0,884.1266130908446,39.0,True
3.0,1654.0,79.13,True
3.0,857.72,90.41,True
4.0,2903.0,139.0,True
2.0,1225.0,41.23,True
3.0,1150.0,80.0,False
2.0,1447.0,72.75,True
2.0,1490.0,72.0,True
3.0,985.62,85.26,True
1.0,496.55,42.48,False
3.0,1487.12,105.0,True
3.0,2669.0,113.0,True
2.0,1450.0,67.5,True
1.5,844.19,47.51,True
4.0,2500.0,220.0,True
2.5,2495.0,119.26,True
2.0,1359.86,66.66,True
6.0,2190.0,195.2,False
1.0,436.0,32.0,True
4.0,2397.5,200.95,True
2.0,1094.0,85.2,True
1.5,665.84,51.75,True
3.0,1800.68,78.29,True
1.0,1395.0,52.0,False
3.0,1604.36,97.36,False
2.0,831.0,58.8,False
3.0,1014.34,71.08,False
2.0,733.06,52.44,True
4.0,3295.0,168.86,True
3.0,2650.0,104.0,True
2.0,639.0,45.31,True
4.0,2518.0,123.97,True
2.0,1290.54,53.75,True
3.0,1837.84,92.82,False
3.0,665.24,66.78,True
3.0,1363.0,84.68,False
2.0,1078.88,63.96,True
3.0,975.0,90.14,True
3.0,2140.0,102.0,True
2.0,1005.17,67.71,True
3.0,1745.0,94.0,True
1.0,672.0,40.0,True
3.0,1933.3,80.0,False
3.0,968.5,90.06,True
2.0,1466.0,49.31,True
2.0,1280.0,53.0,True
4.0,989.61,84.33,True
5.0,1975.0,162.0,True
3.0,2107.43,98.02,True
1.0,620.0,43.0,True
2.0,1145.0,86.0,True
5.0,3002.0,163.19,True
2.0,1275.0,75.6,False
5.0,2950.0,174.0,True
3.0,1929.0,94.33,True
1.0,374.69,34.34,True
3.0,895.0,73.0,True
2.0,1074.25,83.89,True
3.0,1550.0,91.0,True
3.0,2040.0,92.0,False
1.0,775.0,45.89,True
2.0,1461.2532261816891,88.29,True
5.0,1911.0,134.7,True
1.0,498.66,42.17,True
1.0,565.94,45.02,True
2.0,1149.0,64.16,False
2.0,710.0,66.0,True
2.0,847.81,60.0,False
2.0,1450.0,63.0,True
3.0,698.76,70.44,True
2.0,1300.0,60.2,True
2.0,890.0,55.75,True
2.0,838.0,53.96,True
2.0,630.98,59.0,True
5.0,1696.0,123.97,False
2.0,579.0,51.0,True
2.0,880.0,60.0,True
2.0,832.0,57.61,False
2.0,1075.0,73.25,True
2.0,699.8100000000001,52.96,True
2.0,1240.0,82.1,False
1.0,599.0,20.0,False
2.0,833.37,67.62,True
2.0,961.48,62.35,True
2.5,1500.0,94.68,True
2.0,1250.0,51.13,True
2.0,670.0,50.0,False
3.0,917.0,70.0,True
4.0,3200.0,229.8,True
3.0,2000.0,98.0,False
2.0,1308.0,60.0,False
3.0,1344.0,86.2,True
1.0,845.94,36.78,True
3.5,1336.0,95.21,True
3.0,885.0,76.6,True
4.0,703.63,83.5,True
3.0,1838.17,78.22,True
2.0,785.9,72.32,True
1.0,670.0,11.0,False
3.0,2219.0,99.15,True
1.0,599.0,23.15,False
3.0,1503.7198392725338,114.15,True
4.0,2260.0,108.0,True
3.0,1899.0,124.0,True
2.0,1255.0,57.93,True
3.0,1117.94,83.38,True
4.0,1295.19,103.48,True
1.0,995.0,40.8,True
1.0,416.0,36.0,False
2.0,695.0,43.3,False
1.0,786.0,30.38,False
3.0,723.0,66.0,False
3.0,1387.0,87.0,True
5.0,5340.0,179.87,True
3.0,2229.0,142.0,True
3.0,1025.0,97.0,False
5.0,2490.0,146.86,True
3.0,1774.15,81.57,True
3.0,1502.0,101.81,True
2.0,688.91,74.76,True
4.0,1840.55,116.0,True
2.0,1480.0,85.26,True
1.0,750.0,37.0,False
5.0,4900.0,174.49,True
2.0,1698.0,47.2,True
1.0,559.0,41.0,True
2.0,930.0,61.47,True
2.0,1095.0,76.69,False
1.0,969.0,36.0,False
2.0,586.54,69.04,True
2.0,1220.0,65.0,True
1.0,895.1266130908446,40.0,False
1.0,745.0,51.0,True
1.0,476.0,19.6,False
1.5,769.0,45.0,False
2.0,835.0,61.86,True
5.0,4247.0,154.0,True
1.0,765.0,50.03,True
2.5,840.71,77.5,True
2.0,1234.0,91.0,False
2.0,1046.48,64.84,True
2.0,659.0,54.0,False
3.0,1870.0,109.0,True
1.0,990.0,19.0,False
2.0,646.7599999999999,50.53,True
1.5,1099.0,43.0,True
4.0,663.26,79.5,False
1.0,420.01,37.9,False
1.5,739.0,52.61,True
1.0,740.0,24.0,False
3.0,4610.0,130.0,False
2.0,1216.0,86.0,False
2.0,1328.56,72.41,True
1.0,748.57,41.13,True
2.0,855.07,80.97,True
1.0,890.0,38.35,True
2.0,1090.0,50.04,False
1.0,515.8,39.48,False
3.0,1536.3,76.36,True
3.5,1864.5,110.0,False
2.0,1150.0,49.0,True
3.0,2800.0,173.0,True
1.0,850.0,38.3,False
1.0,652.84,38.56,True
3.0,1170.0,93.0,False
4.0,2190.0,112.0,True
2.0,1363.0,44.91,True
3.0,779.0,68.54,True
3.0,739.97,68.78,True
2.5,1284.8,64.24,True
3.0,2815.3798392725334,102.65,True
2.0,609.03,57.0,True
4.0,7415.506452363378,307.0,True
3.0,1422.2,85.48,True
2.0,1442.81,65.0,True
1.0,680.0,38.75,False
1.0,839.0,32.0,False
2.0,1209.2532261816891,57.0,True
3.0,701.38,72.07,True
1.0,843.0,32.2,False
4.0,2027.0,114.0,True
3.0,1292.0,67.02,False
1.0,935.0,67.09,True
1.5,520.2,35.63,True
2.0,1446.73,72.7,True
2.0,860.32,53.39,True
2.0,1100.0,58.3,True
3.0,1200.0,83.58,True
4.0,1696.0,129.89,True
4.0,2200.0,131.5,True
2.0,1100.0,49.3,False
2.0,1025.0,64.77,False
3.0,751.0,73.61,True
4.0,1337.5064523633782,110.08,True
4.0,2095.0,151.0,True
2.0,1142.0,51.0,True
1.0,597.0,35.5,False
4.0,2314.16,150.27,True
2.0,942.0,58.71,True
2.0,896.26,75.98,True
2.0,980.97,77.67,True
5.0,3800.0,238.88,True
2.0,613.8,55.13,False
4.0,2433.0,120.65,True
3.0,1512.0,84.0,True
2.0,1282.17,70.05,True
3.0,1840.0,98.0,True
3.0,950.0,83.0,True
2.0,1358.69,63.49,True
3.0,2078.84,94.88,True
2.0,873.0,73.0,True
2.0,1400.0,69.91,True
3.0,1650.0,96.0,True
5.0,1696.0,123.97,False
3.5,1630.0,118.0,True
3.0,1720.0,89.9,True
3.0,1640.3,74.85,True
3.0,1600.0,96.18,True
3.0,997.23,83.47,True
3.0,1791.0,99.98,True
2.0,1570.0,80.0,True
3.0,1720.0,99.22,False
2.0,864.75,67.5,False
2.0,910.0,57.0,True
1.0,489.0,26.0,True
3.0,1789.0,108.0,True
2.5,848.52,74.0,True
3.0,835.93,89.61,True
2.0,1288.0,44.31,True
4.0,2090.5,113.0,True
1.5,880.0,60.0,True
3.0,1391.0,84.5,True
2.0,1488.25,59.53,True
2.0,850.0,69.0,False
1.5,511.65,48.13,True
6.0,4231.0,219.98,False
3.0,2150.0,95.29,True
1.0,790.0,12.0,False
2.0,666.0,49.68,False
3.0,1452.0,79.88,True
3.0,1160.0,90.0,True
4.0,4173.506452363378,175.3,True
4.0,1317.0,133.0,True
3.0,1045.0,88.0,False
2.5,1240.0,85.0,True
2.0,698.5,62.0,True
3.0,1372.1,95.86,True
3.0,1959.27,93.97,True
3.0,2073.32,99.44,True
1.0,750.0,36.0,False
2.0,783.18,63.16,True
4.0,2450.0,146.0,True
1.0,430.17,37.0,True
3.0,1545.0,85.0,True
2.0,550.0,40.0,False
2.0,704.35,70.0,False
3.0,823.14,70.93,True
7.0,2228.0,204.04,True
2.0,720.0,49.36,False
5.0,2010.8330654542224,135.94,True
3.0,799.0,66.13,True
3.0,1809.24,83.48,True
3.0,869.82,76.16,True
1.0,334.44,32.55,False
1.0,499.0,37.0,True
3.0,890.59,73.76,True
2.5,849.0,63.0,True
2.5,1395.0,80.66,False
4.0,1435.0,82.3,False
2.0,1100.0,48.0,False
4.0,1430.0,143.0,True
1.0,1150.0,38.35,True
4.0,1188.68,95.17,True
7.0,5990.0,301.0,True
4.0,1688.91,123.91,True
2.0,940.0,67.0,True
3.0,1700.0,97.83,False
2.0,789.0,59.76,False
4.0,1800.0,97.0,True
2.0,1150.0,80.9,True
2.0,965.0,55.0,False
3.0,2427.2,108.13,True
2.0,623.05,56.48,True
3.0,1439.0,86.91,False
1.0,416.53,36.22,True
2.0,626.33,47.46,False
3.0,1693.3,82.0,True
2.0,777.0,49.0,False
3.0,2095.0,112.71,True
2.0,998.0,70.5,True
2.0,820.0,68.0,False
2.0,650.0,53.0,True
4.0,1694.0,120.36,False
3.0,1250.0,91.8,False
3.0,1224.0,82.0,False
5.0,4114.633065454223,230.0,True
4.0,2773.61,131.14,True
2.0,850.0,53.81,True
3.0,2039.0,110.0,True
2.0,972.0,77.22,True
2.0,685.0,54.04,False
1.0,481.45,37.58,True
1.0,915.0,28.38,True
2.0,1800.0,55.65,True
1.0,697.0,44.0,True
4.0,2597.23,137.61,True
2.5,814.0,54.0,False
2.0,1371.27,63.78,True
1.0,1200.0,40.0,True
1.0,517.99,30.47,True
1.0,763.05,30.0,True
1.0,579.0,36.3,False
2.0,1059.0,51.39,False
2.0,569.9,51.46,True
2.0,1454.74,54.97,True
2.5,972.0,86.0,False
3.0,1693.0,98.0,True
2.0,679.0,64.0,True
2.0,1150.0,55.67,True
4.0,2195.0,121.99,True
1.0,516.56,34.66,True
3.0,1129.0,85.0,False
4.0,2128.64,91.95,True
1.0,999.0,45.0,False
2.0,833.6,74.41,True
3.0,1660.0,96.06,True
3.0,2000.0,100.0,True
3.0,1079.0,88.0,True
2.0,550.0,50.0,False
2.0,1254.34,84.94,True
2.0,1437.0,66.55,True
3.0,917.0,68.3,True
4.0,1700.44,121.46,True
4.0,1320.0,123.0,True
1.0,905.0,47.29,True
4.0,2524.47,171.0,True
2.0,636.53,62.0,True
2.0,2110.253226181689,95.38,True
1.0,647.0,23.37,True
1.0,542.47,40.0,True
1.0,850.0,41.85,False
2.0,1110.0,76.0,True
3.5,1674.0,99.34,True
2.0,970.0,65.25,True
2.0,850.0,50.0,False
3.0,1368.0,85.0,True
3.0,980.0,83.0,False
4.0,1862.0,133.0,False
3.0,1555.02,96.54,False
2.0,869.0,51.0,True
2.0,745.0,50.0,True
3.0,870.0,87.28,True
2.0,929.0,58.0,True
2.0,1050.0,47.0,False
3.0,1599.2,96.09,True
2.0,916.07,59.0,False
2.0,856.0,60.02,True
4.0,1160.0,90.9,True
2.0,2100.0,48.0,True
2.0,566.0,31.2,False
5.0,1548.4,156.86,True
2.0,1465.0,63.7,True
4.0,1680.0,95.0,True
1.0,800.0,48.15,False
2.0,665.12,54.57,True
1.0,647.0,23.37,True
3.0,784.58,71.98,True
2.0,1133.0,67.21,True
2.0,924.75,67.5,False
3.0,741.87,77.32,True
1.0,970.0,66.5,True
1.0,452.0,44.47,True
3.0,1367.0,88.77,True
2.0,1090.0,43.0,True
3.0,1428.1,81.0,True
2.0,1533.72,67.63,True
1.0,950.0,38.1,False
3.0,1685.0,91.6,True
2.0,955.0,50.1,True
2.0,713.14,60.43,True
3.0,1874.0,92.34,True
3.0,889.86,70.29,True
4.0,1165.5,111.0,True
3.0,840.0,66.0,True
3.0,2529.81,90.02,True
2.0,970.0,60.0,True
1.0,938.12,39.92,True
1.0,599.0,21.64,False
4.0,1135.0,86.51,True
4.0,1850.0,96.0,True
1.0,837.0,21.0,True
3.0,703.77,69.75,False
2.5,705.46,68.0,True
2.0,1296.6,65.1,True
3.0,1056.48,76.97,True
4.0,2538.0,137.5,True
1.0,850.0,42.2,True
2.0,699.21,52.77,True
4.0,2450.0,143.0,True
1.5,615.38,42.12,False
2.0,781.04,71.34,False
1.0,535.0,30.0,False
4.0,2379.1,148.7,True
5.0,3275.0,150.0,True
2.0,1098.25,64.42,True
2.0,1300.0,47.62,False
2.0,954.0,67.0,True
3.5,1400.0,80.0,True
3.0,983.0,87.4,True
2.0,1289.05,61.65,True
4.0,3500.5064523633782,135.34,True
1.0,585.0,37.17,True
3.0,2231.61,100.75,True
3.0,1845.0,101.0,True
2.0,1500.0,75.0,True
2.0,3263.0,133.19,True
3.0,951.0,69.01,True
1.0,498.63,38.33,False
3.0,766.44,70.44,True
1.0,990.0,16.0,True
1.0,999.0,42.0,False
3.0,3739.01,206.77,True
4.0,2312.0,115.6,True
1.0,540.0,35.0,False
2.0,720.7,55.0,True
2.0,799.0,51.84,False
4.0,2415.19,143.29,True
2.0,660.0,65.0,True
2.0,567.35,61.05,True
3.0,1380.0,80.0,False
1.0,576.0,18.25,False
2.0,795.0,61.95,True
4.0,938.2,87.13,True
4.0,884.0,85.56,True
2.5,939.4,64.01,False
1.0,800.0,53.0,False
4.0,3125.0,164.9,True
2.0,1066.2532261816891,68.0,False
2.0,796.63,64.96,True
2.0,1880.0,71.0,True
1.0,790.0,16.0,True
2.0,1470.5,75.41,True
1.5,1400.0,43.0,True
1.5,744.42,50.45,True
3.0,1495.0,89.03,True
1.0,700.0,25.63,False
3.0,2219.13,108.25,True
2.0,864.0,60.42,True
1.0,529.0,35.27,False
2.0,819.0,51.0,True
3.0,5322.5,123.0,True
2.0,1715.0,60.2,True
1.0,515.0,36.0,False
3.0,2373.0,72.78,True
1.0,623.0,44.07,False
2.0,1249.37,72.68,True
2.0,871.08,57.52,True
1.0,573.0,47.46,False
3.0,1080.0,90.0,True
2.0,1206.85,62.2,True
3.0,1232.0,87.25,True
3.0,1378.76,71.81,False
4.0,1537.04,110.34,True
4.0,3631.26,159.0,True
2.0,1799.0,61.46,False
3.0,1900.0,122.4,False
4.0,896.11,88.4,True
3.0,1869.0,109.0,True
4.0,4065.0,206.55,True
3.0,2286.0,110.75,True
3.5,1004.0,93.0,False
2.0,947.08,72.5,True
2.0,2040.0,95.38,True
3.0,1810.0,118.0,True
2.0,808.0,59.0,False
2.0,1349.98,67.71,True
2.0,2586.0,116.0,True
2.0,699.42,64.37,True
2.0,878.0,90.0,False
3.0,1654.93,82.34,True
4.0,2123.0,104.96,True
2.0,1119.0,55.0,True
2.0,750.0,62.93,True
3.0,1790.0,106.81,True
3.0,1600.0,99.8,True
1.0,645.0,50.0,False
2.0,1200.0,66.84,False
2.0,1279.0,62.6,True
1.0,569.0,18.0,False
4.0,1410.87,92.08,True
1.0,306.16,32.5,False
2.5,904.17,59.82,True
3.0,1240.0,95.0,False
4.0,1750.0,163.0,False
2.0,1650.0,50.96,True
3.0,3500.0,165.0,True
1.0,750.0,42.0,True
2.0,587.18,48.56,True
2.0,1154.0,74.76,True
2.0,749.48,62.55,True
2.0,1350.0,73.0,True
2.0,763.2,65.93,True
3.0,1808.14,86.93,False
1.0,499.0,36.5,False
5.0,936.4,108.12,True
1.0,949.0,45.0,True
3.0,1499.0,101.7,True
2.0,1300.0,52.78,True
2.0,1358.69,63.49,True
2.0,1006.583226181689,72.03,True
4.0,3210.0,121.0,True
2.0,829.0,72.0,True
3.0,2184.59,103.79,True
1.0,599.0,38.53,False
1.0,351.78,32.55,False
1.0,544.43,43.59,True
2.0,879.2532261816891,63.0,False
1.0,431.59,43.04,True
2.0,635.0,50.0,True
4.0,1243.0,111.94,True
3.0,1000.0,75.0,True
2.0,557.28,55.5,True
6.0,2770.0,180.0,True
3.0,1745.24,92.34,True
3.0,1030.44,67.0,True
2.0,1200.0,62.5,True
1.0,800.0,11.0,False
3.0,1032.0,81.26,True
2.0,680.0,59.0,True
5.0,4158.0,189.0,True
4.0,1806.0,88.0,True
3.0,1550.3798392725337,107.0,True
3.0,760.29,64.7,True
3.0,1948.9,112.04,True
3.0,1585.0,99.8,True
7.0,4240.0,242.0,True
3.0,1600.0,90.0,False
3.0,1231.0,90.35,True
2.0,995.0,63.0,True
3.5,1500.0,95.93,False
1.0,690.0,29.6,True
2.0,800.0,28.76,False
3.0,683.5,68.75,False
3.0,3294.2,142.0,True
3.0,1852.04,89.97,True
2.0,1403.14,73.08,False
3.0,790.0,59.68,True
3.0,1637.0,91.0,True
3.0,2088.88,97.84,False
1.0,600.0,43.0,True
2.0,524.93,45.78,False
2.0,1400.0,78.0,True
1.0,880.7,35.9,True
1.0,1050.0,55.0,True
1.5,685.33,46.9,True
2.0,1454.0,64.5,False
1.0,950.0,41.67,False
2.0,870.0,65.0,True
1.0,800.0,37.0,True
2.0,749.0,60.0,True
1.0,759.0,22.0,True
4.0,3214.0,132.0,True
3.0,1068.31,77.82,True
2.0,960.0,61.0,True
4.0,1630.0,130.0,True
2.0,690.6,51.0,False
2.0,1340.0,77.6,True
1.0,1102.0,46.7,True
3.0,1470.0,76.5,True
2.0,840.0,59.27,True
4.0,1985.54,116.11,True
3.0,1937.0,71.8,False
5.0,1878.0,112.73,False
2.0,596.78,55.92,False
2.0,670.0,48.0,True
1.0,1000.0,24.0,False
2.0,1667.7532261816891,55.0,True
2.0,659.0,50.0,True
2.0,962.5,55.0,True
2.0,920.0,55.68,False
2.5,1359.0,80.33,False
1.5,981.5,59.0,False
3.0,955.36,76.49,True
1.0,529.14,34.31,True
3.0,1364.0,94.04,True
4.5,1850.0,105.0,True
2.0,691.99,56.48,True
3.0,1077.37,92.03,False
3.0,990.0,72.18,True
2.0,1500.0,60.0,True
2.2,879.74,76.11,True
3.0,1593.08,77.24,True
3.0,1870.0,87.33,True
6.5,3252.24,228.27,True
4.5,1474.0,101.5,True
1.0,523.98,29.11,True
3.0,1791.0,84.0,False
3.0,1998.18,98.92,True
3.0,1897.2,102.0,False
3.0,1523.03,95.34,True
4.0,1719.0,110.0,True
2.0,1300.0,54.23,True
2.0,1399.0,52.0,True
3.0,735.37,70.28,True
2.0,729.0,71.0,True
2.5,982.0,77.6,False
3.0,1487.0,93.61,True
1.0,489.0,36.0,True
2.0,2035.0,116.6,True
1.0,1100.0,20.0,True
3.0,2328.0,110.9,True
2.0,925.0,64.88,False
2.0,961.69,53.0,False
4.0,1497.91,126.75,True
2.0,1103.4,55.0,True
1.0,1320.0,55.0,True
1.0,599.0,27.8,False
3.0,1499.0,106.86,True
2.0,836.77,77.45,False
1.5,671.0,39.66,True
5.0,3299.84,145.0,True
3.0,731.0,53.92,True
2.0,600.51,54.1,True
3.0,1600.0,90.0,True
2.0,1147.0,76.05,True
3.0,1113.0,115.0,True
3.0,851.0,71.2,True
3.0,1747.09,102.77,True
3.0,886.0,67.98,True
2.0,1371.0,57.84,True
4.0,2888.8,157.0,True
4.0,2289.53,128.0,True
3.0,1490.0,87.72,True
3.0,733.18,75.34,False
3.0,1884.36,91.92,True
2.0,715.0,55.47,True
2.0,699.0,51.0,False
2.0,1966.0,92.0,True
4.0,2080.0,108.0,True
3.0,1210.0,67.97,False
4.0,662.36,82.5,True
1.0,724.0,41.0,True
3.0,1540.0,79.0,True
1.0,559.0,41.0,True
1.0,890.0,24.0,False
1.0,408.06,34.35,True
5.0,3000.0,162.0,True
2.0,876.67,63.87,True
3.0,3000.0,123.0,True
4.0,2033.1,113.06,True
4.0,1164.44,93.23,True
3.0,948.0,81.0,False
1.0,1049.0,55.0,True
3.0,1399.0,103.0,True
2.0,765.0,62.0,False
2.0,1480.0,60.0,True
1.0,499.0,29.4,False
2.5,1326.0,97.0,True
3.0,1436.0,69.87,False
3.0,1180.0,81.42,True
2.0,720.88,56.93,False
4.0,1910.0,156.0,False
2.0,1000.0,55.0,False
2.0,689.0,63.71,True
2.0,668.48,57.39,True
1.0,51570.0,32.9,False
4.5,4157.5,245.0,True
2.0,785.0,55.29,False
3.0,899.0,94.74,False
2.5,1079.0,76.17,True
5.0,4140.0,260.0,True
2.0,922.2532261816892,60.0,True
1.0,627.0,21.0,False
2.0,606.42,48.22,True
1.0,569.0,36.72,False
1.0,850.0,28.62,True
1.0,593.0,36.08,False
3.0,1631.56,116.54,False
4.0,2098.0,103.0,True
1.0,409.91,38.0,True
2.0,1100.65,60.91,True
3.0,1136.0,115.0,False
2.0,499.69,50.0,False
2.0,667.0,46.0,True
1.0,850.0,33.66,False
2.0,1221.83,71.85,False
3.0,2227.0,105.97,False
3.0,2280.0,73.0,True
2.0,837.98,62.56,True
2.0,1107.2532261816891,47.0,True
3.0,1940.0,95.0,True
3.0,1900.0,62.0,True
2.0,1400.0,64.59,True
3.0,1332.0,102.44,True
2.0,1060.8,62.72,True
2.0,1401.0,63.0,True
3.0,565.4,52.63,False
3.0,1342.6,98.0,False
1.0,695.0,42.2,True
6.0,2580.0,212.0,True
4.0,1565.0,103.72,True
1.5,710.0,41.33,False
4.0,2156.08,119.04,True
3.0,1700.0,90.44,True
3.0,1356.44,75.5,True
5.0,2636.8,131.84,True
3.0,1767.87,78.17,True
1.0,790.0,42.66,True
3.0,1512.3798392725337,95.0,True
5.0,2967.5,171.0,True
1.5,986.0,43.0,True
2.0,1071.03,79.94,False
3.0,1869.56,84.98,True
1.0,595.0,38.0,False
3.0,1850.0,95.0,False
2.0,1300.0,54.0,False
4.0,3328.0,144.0,True
2.5,1390.0,94.68,True
5.0,2785.0,155.0,True
3.0,1368.0,76.52,False
3.0,1399.91,76.28,True
1.0,649.0,56.0,True
2.0,679.0,61.95,True
3.0,675.44,61.5,True
2.0,1250.0,79.6,True
2.0,699.33,72.81,True
2.0,766.28,61.57,True
3.5,980.96,96.42,True
1.0,750.0,30.0,True
3.0,1906.4098392725336,104.26,False
1.0,785.0,62.0,False
2.0,744.89,62.62,True
1.0,509.0,41.0,False
1.5,615.46,51.26,False
3.0,1497.0,87.9,True
4.0,1950.0,122.31,False
1.5,623.54,45.71,True
3.0,1242.9,82.86,True
2.0,1700.0,76.0,False
4.0,4759.37,220.32,True
3.0,1770.0,88.0,True
2.0,454.57,52.5,False
3.0,985.0,75.31,False
6.0,5627.55,202.43,True
2.0,936.24,66.78,False
1.5,1520.0,63.4,True
1.0,684.0,31.0,False
3.0,2294.3798392725334,91.0,True
3.0,2401.89,104.43,True
4.0,2709.33,111.5,True
3.0,1293.3798392725337,80.34,False
1.0,690.0,13.0,False
3.0,3150.0,100.0,False
1.0,728.0,45.0,True
2.0,969.0,71.6,False
4.0,2012.0,97.0,True
1.0,635.1266130908446,28.3,True
1.0,750.0,16.0,True
2.5,1750.0,121.57,True
2.0,1166.31,54.89,True
2.0,750.0,43.76,False
3.0,1984.81,109.11,True
4.0,953.0,81.58,True
2.0,1095.0,59.44,True
8.0,6450.0,300.0,True
2.0,1174.0,42.0,True
4.0,714.78,83.59,True
1.0,660.0,28.89,True
2.5,1040.0,68.0,True
5.0,2600.0,157.0,True
3.0,1098.0,90.17,False
3.0,2440.56,101.69,True
3.0,1092.8,62.76,True
1.0,437.46,28.0,False
3.0,1110.0,96.0,True
2.0,1510.0,95.0,True
3.0,757.35,70.28,True
2.0,830.0,61.0,True
3.0,1654.5,80.84,False
1.0,990.0,36.0,False
2.0,1250.0,69.87,True
3.0,1341.0,94.0,True
3.0,1802.0,95.84,True
2.0,1150.0,50.7,True
3.0,2320.0,101.38,True
2.0,998.96,91.23,False
2.0,919.86,70.55,True
4.0,1733.5064523633782,103.0,True
2.0,981.0,58.0,True
5.0,2525.0,178.09,True
3.0,1757.5,95.0,True
2.0,929.0,72.0,True
2.0,1026.0,69.68,True
1.0,930.0,47.76,True
3.0,1042.62,89.0,True
3.0,1626.4,101.65,True
3.0,914.4,86.74,False
3.0,2075.12,100.49,True
3.0,3625.0,152.0,True
2.0,999.0,68.0,False
2.0,1230.7,56.15,True
1.0,682.0,36.46,True
1.0,670.0,11.0,True
2.0,1523.2532261816891,75.0,True
3.0,1871.13,96.0,True
1.0,554.99,24.13,True
3.5,1109.6,91.2,True
3.0,951.0,84.79,True
1.0,622.0,19.22,True
2.0,1517.15,95.58,True
1.0,553.0,19.9,False
2.0,534.07,50.86,True
2.0,1754.85,76.24,True
3.0,970.36,78.67,True
6.5,3660.16,254.7,True
3.0,911.0,73.97,True
2.0,1489.85,69.0,True
4.0,1836.0,87.9,True
5.0,2195.0,164.0,True
3.0,2542.7,114.15,True
1.0,1480.0,75.0,True
4.0,2903.0,139.0,True
3.0,2350.0,163.66,True
3.0,899.85,70.41,True
3.0,641.91,58.8,True
3.0,1905.3798392725337,110.0,True
3.0,2268.0,72.0,False
4.0,1852.37,95.95,True
2.0,841.01,59.57,False
3.0,862.3,76.14,True
2.0,980.0,78.76,True
2.0,1088.76,67.23,False
2.0,829.0,60.6,False
2.0,772.0,52.75,True
3.0,1273.5,90.0,True
1.0,406.22,37.0,True
