noRooms,totalRent,livingSpace,balcony
3.0,2050.0,95.74,True
2.0,881.0,70.96,True
3.0,1786.0,77.66,True
3.0,2050.0,112.0,True
2.0,750.0,50.0,False
5.0,1880.0,139.07,False
2.0,900.0,45.17,True
6.0,3697.0,188.0,True
3.0,1241.88,108.0,True
2.0,1047.0,62.2,True
1.0,680.0,26.35,True
1.0,535.0,38.0,False
3.0,1016.6,79.0,True
2.0,695.0,45.0,True
2.0,1466.0,77.21,True
2.0,680.0,53.29,False
1.0,539.0,19.5,False
2.0,1550.0,75.0,True
2.0,1300.0,72.0,False
2.0,870.0,67.0,True
4.0,954.31,85.08,True
1.0,639.0,39.0,False
3.0,1271.0,121.5,True
3.0,899.0,78.93,True
1.0,1480.0,75.0,True
4.0,1250.5064523633782,100.0,False
5.0,2618.6330654542226,210.0,True
3.0,1550.0,82.43,True
1.0,543.0,31.83,False
1.0,746.0,27.15,False
2.0,1410.3,90.0,False
4.0,2062.85,123.5,True
3.0,1350.0,84.44,True
1.0,730.01,36.83,True
3.0,1600.0,98.56,True
2.0,771.96,55.14,True
2.0,832.12,63.95,True
2.0,464.0,48.61,True
2.0,665.0,65.56,True
2.0,604.32,51.3,True
3.0,2179.85,130.93,True
6.0,6157.0,286.0,True
2.0,1850.0,83.53,True
3.0,1939.2,87.43,True
4.0,2155.99,116.54,True
3.5,1112.68,91.1,True
4.0,3900.0,186.0,False
3.0,2092.0,93.0,True
2.0,1520.0,82.07,False
4.0,2321.33,141.58,True
2.0,1322.0,82.68,True
4.0,1549.4,132.74,True
2.0,1480.36,77.12,True
3.0,1430.0,75.0,True
1.0,360.18,40.02,False
1.0,390.0,32.0,False
1.0,770.0,39.37,False
1.0,492.0,32.92,False
3.0,2200.0,85.0,True
2.0,1435.0,67.55,True
3.0,1699.0,111.54,True
2.0,968.2532261816892,64.0,True
2.0,900.0,77.0,True
2.0,1294.8,65.05,True
4.0,1450.0,109.0,True
2.5,1010.77,70.07,False
2.0,1618.0,57.5,True
2.0,1037.9,47.78,True
4.0,1370.13,92.51,True
2.0,1705.0,70.0,True
1.0,667.1266130908446,20.0,True
3.0,1031.0,74.0,False
3.0,1401.0,96.02,False
3.0,732.33,70.71,True
2.0,1204.08,62.78,True
2.0,1200.0,55.0,False
4.0,947.22,90.37,True
2.0,700.0,48.0,True
3.0,884.0,69.57,True
1.0,480.0,32.0,False
2.0,804.0,59.86,True
3.0,799.0,77.32,True
3.0,999.0,67.92,True
3.0,1100.0,84.0,True
1.0,660.0,8.0,False
4.0,2212.0,149.0,True
1.0,695.0,40.41,True
3.0,1215.0,81.0,True
2.0,1117.35,58.22,True
3.0,1259.13,102.47,False
1.0,526.18,38.31,True
4.0,1193.0,88.68,True
3.0,1230.0,91.8,False
2.0,1245.0,63.0,False
2.0,595.0,62.25,False
3.0,2018.38,99.92,False
4.0,1649.0,105.08,True
2.0,913.5,56.5,False
4.0,960.0,74.31,True
3.0,1557.88,91.64,True
2.0,800.34,66.48,False
3.0,1490.0,90.0,False
2.0,1350.0,48.0,True
2.0,1352.3,66.78,True
1.0,415.0,22.3,False
3.0,1085.0,70.0,False
6.0,2651.1096785450673,152.49,True
1.0,600.0,40.0,False
2.0,1400.0,62.52,True
1.0,602.0,36.06,False
1.0,683.0,25.1,False
2.0,827.0,54.79,True
1.5,644.99,46.14,False
2.0,875.0,61.0,True
4.0,2205.0,125.6,True
3.0,1600.0,84.2,True
1.0,999.0,43.25,True
1.0,1200.0,42.0,False
4.0,489.0,13.0,False
1.0,349.81,32.32,False
2.0,1180.0,54.28,True
2.0,961.0,63.45,True
3.0,3325.3798392725334,131.0,True
4.0,849.34,84.14,True
1.0,513.67,49.09,True
2.0,659.9,60.29,True
2.0,825.0,37.39,True
3.0,919.4,86.08,True
3.0,536.88,69.68,False
1.0,850.0,42.0,False
3.0,950.0,77.0,False
2.0,1118.2532261816891,65.0,False
2.0,975.63,64.85,True
3.0,809.0,70.0,True
1.5,699.98,48.2,False
4.0,2992.67,155.12,True
1.0,337.76,32.32,False
4.0,1250.0,105.0,True
2.0,810.9,45.05,False
3.0,526.97,68.21,True
4.0,3996.0,190.0,True
2.0,1609.64,99.63,True
2.0,1030.2532261816891,43.87,True
3.0,1790.08,127.0,True
2.0,843.51,54.42,True
2.0,904.4,64.6,True
2.5,847.16,71.29,True
1.0,595.0,46.4,False
3.0,2606.23,121.22,True
3.0,2550.0,134.5,True
4.0,1920.0,115.7,True
3.0,1226.72,79.31,True
4.0,2068.5064523633782,138.0,True
2.0,831.77,77.45,True
2.0,1236.5,46.02,False
4.0,2169.0,125.86,True
3.0,3366.0,154.0,True
3.5,1349.0,118.68,True
2.0,1090.0,54.0,False
2.0,1200.0,65.11,True
3.0,2849.0,125.28,True
3.0,1019.0,78.4,True
2.0,1050.0,83.5,True
1.5,767.0,48.96,True
2.0,1095.0,66.0,True
2.0,1286.0,77.0,False
3.0,1335.3798392725337,71.0,True
2.5,1458.0,98.0,True
2.0,481.63,48.0,True
1.0,750.0,16.0,False
3.0,1254.0,94.26,True
3.0,1249.5,87.8,True
2.0,837.95,62.07,True
4.0,2319.46,136.39,True
3.0,899.0,86.0,True
1.0,689.0,38.89,True
4.0,1220.23,93.14,True
1.0,980.0,15.0,False
4.0,2015.0,96.83,False
1.0,630.0,33.0,False
4.0,1108.43,83.13,True
2.0,1330.0,65.0,True
3.0,726.52,70.28,True
3.0,3222.18,114.5,True
2.5,1019.0,70.0,False
1.0,680.0,38.17,False
2.0,886.69,57.13,True
3.0,2650.0,123.0,True
2.0,1885.0,65.0,False
3.0,1380.05,82.16,True
4.0,1149.0,93.0,False
2.0,899.8,78.8,True
3.0,732.44,67.05,False
5.0,3096.0,173.98,True
2.0,945.0,49.0,False
2.0,995.0,75.96,True
2.5,1060.0,70.98,True
3.0,1306.3,110.0,True
2.0,1230.0,53.34,True
4.0,2460.0,167.0,True
4.0,1863.7064523633785,120.0,True
1.0,555.64,43.61,True
2.0,567.54,49.1,False
2.0,1134.1,63.01,True
3.0,1061.0,57.0,False
2.5,1492.96,69.44,True
4.0,4065.0,206.55,True
3.0,2265.29,132.87,True
3.0,1921.0,111.07,True
1.0,599.0,30.06,False
2.0,542.0,58.0,False
5.0,1424.0,123.95,True
3.0,1495.0,89.0,True
3.0,933.0,70.74,True
2.5,829.0,79.8,True
1.0,969.0,51.0,True
3.0,890.02,71.52,True
2.0,1250.0,46.0,True
5.0,2411.86,145.0,True
3.0,1000.3,86.4,False
2.0,895.0,61.0,False
2.0,630.0,50.0,True
1.0,428.3,37.34,True
2.0,1440.0,64.0,True
3.0,980.0,80.0,True
2.0,1253.78,61.16,True
4.0,2600.0,147.71,True
2.0,613.2532261816891,64.2,False
4.0,1995.0,127.0,True
3.0,1490.6,86.0,True
3.0,3390.3798392725334,130.42,True
2.0,968.8,60.55,True
2.0,695.0,66.0,False
3.0,1800.0,142.87,True
2.0,606.42,45.63,False
3.0,1840.9,130.66,True
3.0,914.95,88.83,True
2.0,650.0,44.0,True
2.0,840.0,70.0,True
3.0,1734.0,81.5,False
3.0,2896.95,186.9,True
2.0,2220.0,92.0,True
4.0,2699.0,133.37,True
2.0,1059.81,77.71,False
2.0,668.17,64.87,True
3.0,1237.0,83.87,True
5.0,2785.0,173.0,True
2.0,1788.99,69.0,True
2.0,906.0,55.0,True
3.0,1822.91,96.0,True
3.0,2062.0,117.0,True
2.0,1249.0,60.95,True
2.0,639.0,60.0,True
2.0,1530.0,64.0,True
1.0,419.0,26.0,True
3.0,925.0,85.26,False
3.5,1500.0,82.9,True
3.0,4747.6,110.41,True
2.0,1350.0,48.0,False
2.0,776.56,64.64,True
2.0,1061.9,60.68,True
2.5,2160.0,107.5,True
3.0,5989.0,266.79,True
2.0,719.0,48.0,True
3.0,1209.44,83.71,False
2.5,953.0,61.0,True
2.0,945.1,61.57,True
4.0,1487.0,108.0,True
2.0,1224.0,60.0,True
2.0,833.66,50.2,False
3.0,606.78,67.42,True
2.0,1021.0,66.59,True
2.0,1639.84,80.98,True
2.0,1049.0,69.84,False
4.0,2280.0,191.0,True
3.0,1047.0,75.52,True
3.0,2200.0,100.0,False
3.0,805.61,76.77,True
5.0,2817.0,141.56,True
2.5,799.0,76.0,True
2.0,866.0,53.0,True
2.0,1050.0,48.0,True
3.0,4840.0,297.0,True
1.0,410.0,33.0,False
1.5,850.0,52.0,False
1.5,687.97,55.05,True
3.0,791.22,77.37,True
2.0,641.0,51.67,False
5.0,2322.02,124.84,False
4.0,1799.0,119.0,True
3.0,2528.12,120.72,True
5.0,3475.6330654542226,148.0,True
3.0,681.51,68.84,True
3.0,1905.0,120.0,True
2.5,854.63,66.95,True
3.0,899.0,88.0,True
2.0,709.2532261816891,50.0,False
4.0,2535.0,157.2,True
3.0,2633.0,142.92,True
2.5,844.76,69.7,True
3.0,1321.39,84.27,True
1.0,660.0,30.0,False
4.0,930.506452363378,11.0,True
2.0,429.62,53.02,False
1.0,300.94,32.5,False
2.0,1041.0,85.8,True
3.0,1862.0,85.0,True
4.0,2770.0,139.0,True
2.0,1030.0,56.49,True
2.0,1505.6,75.28,True
2.0,949.3,59.0,True
4.0,1380.0,79.0,False
3.0,934.0,85.4,True
2.0,1350.0,53.08,True
1.0,585.0,36.93,True
2.0,818.0,60.0,True
2.0,1155.0,64.08,True
3.0,1452.0,90.38,True
3.0,979.8,71.0,True
4.0,2547.0,117.34,True
3.0,697.0,54.8,True
3.0,2604.15,148.38,False
3.0,1360.0,88.0,True
1.0,995.0,32.84,False
2.0,999.9,65.51,True
3.0,1870.3798392725337,116.65,True
2.0,1401.26,68.11,True
1.0,814.64,42.29,True
1.0,625.0,25.52,False
1.0,973.88,39.75,True
3.0,1257.08,73.24,True
2.0,1717.43,67.35,True
5.0,3995.0,214.0,True
1.0,815.0,57.0,True
4.0,2047.5,117.0,True
2.0,895.0,55.04,True
1.0,659.0,28.18,False
3.0,1965.42,102.0,True
1.0,600.0,16.27,False
3.0,688.41,76.49,True
1.5,606.98,43.56,False
2.0,907.18,63.38,True
2.0,676.0,58.75,True
2.0,1656.0,73.7,True
2.0,808.0,75.0,True
3.0,1853.33,82.37,True
2.0,838.0,51.0,True
2.0,2070.82,74.49,False
4.5,1600.0,125.0,True
4.0,938.23,91.0,False
2.0,720.0,48.88,True
3.0,2150.0,110.26,True
1.0,580.0,44.0,True
3.0,2033.0,92.8,True
2.5,1664.22,73.75,True
3.0,2166.56,105.32,True
1.0,619.0,40.82,False
2.0,719.0,60.0,True
2.0,758.0,61.31,False
2.0,950.0,41.58,True
2.0,907.17,54.65,True
3.0,2500.0,90.87,True
4.0,1644.0,119.19,True
2.0,915.0,61.13,True
1.0,650.0,37.0,False
2.0,807.0,41.32,False
1.0,437.0,30.0,False
3.0,699.73,68.82,True
1.0,434.0,43.18,True
2.0,784.0,57.82,True
2.0,1297.27,59.92,True
4.0,1459.6,119.6,False
1.0,591.98,30.47,True
1.0,294.88,32.5,False
3.0,860.65,75.22,True
3.0,1700.0,93.51,True
1.0,688.39,33.58,True
2.0,754.22,62.0,False
2.0,468.59,52.92,False
4.0,1996.0,120.26,True
3.0,1746.0,123.0,True
2.0,890.0,59.94,False
2.0,855.66,43.88,True
2.0,1012.0,72.0,True
4.0,1775.0,130.0,True
3.0,1739.46,99.67,True
2.0,1700.0,65.0,True
2.0,1570.0,85.0,True
2.0,1300.0,56.0,True
3.0,1900.0,93.9,True
3.0,1330.0,88.0,True
3.0,1919.0,103.78,True
3.0,1553.0,86.0,True
1.0,528.0,35.69,True
4.0,999.0,107.5,True
3.0,1327.0,84.79,True
4.0,1838.0,87.93,True
1.0,489.0,36.0,True
3.0,1976.9500000000005,115.35,True
2.0,1050.0,64.3,True
3.0,3500.0,160.0,False
2.0,447.61,49.08,False
2.0,909.0,71.0,True
2.0,610.0,60.33,True
2.0,1223.0,81.05,False
2.0,1100.0,46.86,True
2.0,564.97,54.85,False
1.0,550.0,45.0,False
4.0,1340.0,90.2,True
3.0,1760.0,106.0,True
4.0,759.41,75.03,False
2.0,1258.0,53.0,True
1.0,706.0,40.0,False
2.0,769.0,56.0,True
2.0,1999.0,94.17,True
2.0,1190.0,74.0,True
2.0,2210.0,102.0,True
3.0,2140.0,114.0,True
2.0,985.0,83.19,False
2.0,765.0,84.0,True
2.0,750.0,50.0,False
3.0,1750.0,102.51,True
3.0,1210.0,76.32,True
2.0,779.0,65.62,True
3.0,1930.0,87.19,True
2.0,1630.0,101.0,True
2.0,1330.0,88.58,False
2.0,697.52,69.19,True
3.0,2555.0,125.49,True
2.0,929.0,64.0,True
1.0,546.0,19.5,False
1.0,580.0,16.0,False
2.0,1468.4,73.6,True
3.0,921.31,99.3,True
1.0,528.0,33.54,True
3.0,2110.0,139.04,False
3.0,1066.45,77.0,True
4.0,2740.0,99.65,True
3.0,819.45,74.15,True
2.0,2092.0,90.0,True
3.0,1395.0,94.0,True
1.0,890.0,39.0,False
5.0,1980.0,122.92,True
1.5,991.93,54.21,True
2.0,1250.0,52.5,True
2.0,944.0,56.09,True
4.0,1685.0,129.6,True
2.0,1570.2532261816891,60.0,True
2.0,679.0,58.0,True
3.0,1200.0,93.0,True
3.0,2147.17,105.0,True
3.0,1530.0,95.0,True
2.0,748.59,63.71,True
1.0,327.0,30.35,False
5.0,3030.0,193.5,True
4.0,2069.0,201.0,True
3.0,1222.43,79.0,False
3.0,1999.6,112.44,True
3.5,1620.0,104.0,True
3.0,728.78,68.26,True
3.0,2000.0,150.0,True
4.0,1743.83,83.45,True
1.0,623.0,23.0,True
1.0,819.0,24.47,False
4.0,2020.65,145.0,True
2.0,557.53,60.19,True
3.0,1285.3798392725337,86.0,True
3.0,854.0,60.58,False
3.0,1008.9,86.2,True
2.0,1300.0,63.62,True
4.0,3367.73,166.39,True
2.5,1600.0,75.0,True
2.0,1449.24,54.05,True
3.0,1150.0,87.84,True
4.0,2559.19,123.54,True
1.0,689.0,39.12,True
1.0,599.0,21.97,False
2.0,2466.0,93.0,False
2.5,1193.3,68.42,True
2.5,766.43,74.0,True
2.0,890.0,59.82,True
1.0,960.0,16.0,True
2.0,1130.0,55.0,False
2.0,739.0,49.24,False
4.0,2099.12,127.91,False
1.0,725.0,30.87,True
4.0,1439.56,101.83,True
2.0,617.03,71.0,True
3.0,1995.3798392725337,112.0,True
3.0,1312.9,83.98,False
4.0,1218.0,101.0,True
5.0,2416.0,209.0,True
2.0,573.25,54.5,False
2.0,699.0,60.0,False
2.0,697.3,61.69,False
3.5,1635.0,74.0,True
1.0,337.02,38.0,False
2.0,674.8,71.0,False
3.0,1290.0,64.5,True
2.0,653.23,69.54,True
2.0,1145.0,69.5,True
6.0,3105.0,138.0,True
3.0,1550.0,70.0,True
2.5,1030.0,67.76,True
4.0,1859.0,145.0,True
3.0,1450.0,79.0,True
4.0,1634.95,95.0,True
1.0,559.0,35.05,True
3.0,1144.0,90.1,True
3.0,1760.0,90.55,True
2.0,1286.0,64.0,True
1.0,379.3,37.93,True
1.5,520.0,38.0,False
1.0,830.0,18.0,True
3.0,4620.0,150.0,True
1.0,436.19,37.93,True
4.0,1930.0,128.0,True
3.0,717.46,76.56,False
2.5,829.0,79.0,True
1.5,639.12,50.38,True
3.0,707.31,85.08,True
2.0,1120.0,63.0,True
3.5,899.72,75.55,True
2.0,990.4,61.9,False
3.0,1129.0,91.7,True
1.5,905.0,49.0,False
2.0,951.39,55.09,True
2.0,1199.0,61.1,True
3.0,1186.72,81.02,True
2.0,770.0,50.0,False
3.0,1360.0,88.13,True
3.0,2647.5,119.0,True
3.0,1804.16,86.88,True
3.0,1400.0,78.53,False
3.0,1856.3798392725337,112.07,True
4.0,2999.0,135.0,True
3.0,1230.0,81.0,True
2.0,990.0,62.16,True
1.5,1130.0,74.0,True
3.0,949.0,79.73,True
3.0,803.52,75.6,False
3.0,846.22,74.56,True
3.0,1838.17,78.22,True
2.0,1600.0,50.31,False
2.5,999.0,76.0,True
1.0,850.0,50.0,False
2.0,929.34,50.65,False
2.0,958.0,75.76,True
2.0,1347.62,76.22,True
3.0,1595.0,93.81,True
3.0,1170.0,65.87,False
2.0,1325.39,64.97,True
2.0,1000.0,50.0,True
3.0,522.76,57.0,True
1.0,500.0,28.0,False
3.0,797.0,69.8,True
2.0,670.0,55.0,False
1.0,342.59,31.26,True
3.0,1889.0,89.79,True
3.0,1555.0,88.0,True
3.0,655.55,69.4,True
2.5,819.0,75.94,True
3.0,1045.76,87.0,True
3.0,922.88,74.0,True
2.5,1350.0,87.1,True
2.0,796.26,70.48,True
2.0,888.8,67.0,True
3.0,1349.0,99.74,True
3.0,1645.0,130.0,True
2.0,975.12,59.93,True
2.0,1790.0,30.0,True
1.0,640.0,28.9,True
2.0,1410.0,92.1,True
4.0,702.32,79.21,True
4.0,2449.0,115.93,False
3.0,1501.03,65.41,True
2.0,666.5,55.61,False
2.0,1017.5,55.0,False
3.0,1680.0,93.67,True
2.0,451.71,45.03,True
2.0,1367.0,66.33,True
3.5,899.0,79.0,True
2.5,739.17,56.67,False
3.0,2308.0,124.0,True
1.0,571.0,24.58,True
2.0,1216.7,69.72,True
2.0,1410.31,70.87,True
2.0,997.0,55.0,True
1.0,312.56,32.0,False
2.0,1400.0,62.0,True
3.0,1740.0,91.68,False
4.0,1362.8,107.28,True
2.0,980.0,59.0,False
3.0,1599.0,96.91,True
3.0,956.0,78.0,False
4.0,3275.0,156.68,True
3.0,1234.0,75.36,True
4.0,2280.0,140.0,True
1.5,647.0,43.0,False
3.0,1052.0,67.86,True
2.0,1026.0,71.0,True
3.0,1356.0,59.68,False
2.0,1370.0,66.3,True
3.0,874.29,83.6,False
3.0,1035.0,80.07,True
3.0,1598.0,99.18,True
2.0,844.0,54.71,True
1.0,1193.1266130908446,36.0,True
3.0,1580.0,80.0,False
1.0,670.0,11.0,True
2.0,1330.0,75.0,True
2.0,739.46,59.87,True
1.5,575.58,52.3,False
4.0,2599.0,125.2,True
4.5,2910.0,157.0,True
3.0,870.0,74.45,True
3.0,960.0,65.0,True
3.0,1939.2,87.43,True
2.0,933.0,60.0,True
4.0,6240.0,240.0,True
4.0,1855.0,96.77,True
1.5,581.04,50.56,True
2.0,606.0,51.53,False
4.0,1425.0,98.98,True
2.0,925.0,57.7,True
5.5,2740.0,193.92,False
2.0,1038.0,79.0,False
2.0,635.0,42.39,False
2.0,721.14,62.33,False
2.0,965.0,72.44,True
2.0,1125.0,49.47,False
1.0,604.8,56.0,True
2.0,1650.0,67.55,True
2.5,1072.49,65.54,True
3.0,1160.72,75.33,True
3.0,1560.0,90.0,True
5.0,3119.0,183.0,True
1.0,565.23,43.61,True
3.0,1465.0,90.04,True
4.0,1977.1,98.48,False
3.0,1099.0,81.01,True
2.0,1115.0,60.0,True
3.0,2007.02,96.26,True
3.0,1795.0,103.0,True
5.0,2640.8,132.04,True
4.0,2591.0,139.0,True
2.0,1520.0,82.07,False
1.0,709.1266130908446,28.0,False
3.0,998.0,80.2,True
3.0,2500.0,97.66,True
3.0,1299.0,85.0,False
3.0,904.11,76.68,True
3.5,1077.49,88.25,True
2.0,837.0,71.12,True
2.5,630.0,68.2,True
6.0,3579.0,204.86,True
3.0,1399.0,101.0,False
3.0,1614.0,96.91,True
3.0,879.0,83.55,True
1.0,498.61,41.9,False
1.0,570.0,42.0,False
2.0,1670.0,95.16,True
2.0,1500.0,62.93,True
3.0,1766.98,102.71,True
5.5,2400.0,174.52,True
3.0,1480.24,77.0,True
3.0,1003.24,79.0,True
2.0,1305.9,79.85,False
1.0,776.0,42.77,False
1.5,699.66,65.13,False
3.0,1800.0,100.0,True
1.5,1010.0,53.18,False
1.0,659.0,20.5,False
2.0,1249.0,60.0,False
3.0,1572.75,84.3,True
3.0,1069.0,99.36,True
3.0,936.13,71.06,True
2.0,1356.0,62.4,True
2.0,1800.0,68.0,True
1.0,560.39,34.46,False
2.0,879.0,68.32,False
2.0,899.0,60.0,True
5.5,2086.42,149.03,True
2.0,636.17,54.88,False
3.0,2550.3798392725334,137.0,True
1.0,799.0,55.3,True
2.0,722.0,48.0,True
3.0,1968.4,96.0,True
1.0,601.15,58.52,True
3.0,1359.86,108.0,False
2.0,845.0,60.0,False
3.0,770.0,60.0,False
1.0,1090.0,39.0,False
4.0,1875.0,104.21,True
2.0,1388.0,77.0,False
2.0,640.89,53.49,True
2.0,535.59,54.1,True
1.5,690.0,41.87,True
3.0,2879.0,167.0,False
3.0,1280.0,82.66,True
2.0,637.16,62.0,True
3.0,1956.71,117.52,False
3.0,1165.0,74.0,True
1.0,528.4,34.95,True
1.5,764.8,38.24,True
3.0,1784.54,111.89,True
4.0,1235.0,129.0,True
2.5,950.0,83.6,True
1.0,515.0,19.5,False
2.0,726.19,59.72,True
3.0,800.0,78.0,True
5.0,2359.0,175.3,False
4.0,799.49,75.03,False
5.0,4490.0,190.0,True
3.0,1318.18,104.6,True
2.0,994.0,63.57,True
3.5,1180.0,80.0,True
3.0,1689.97,91.62,False
1.0,499.0,33.0,False
3.0,854.84,77.32,True
3.0,1240.0,73.9,True
3.0,978.67,77.0,True
2.0,952.0,68.5,False
5.0,1945.0,139.0,True
2.0,804.0,53.68,True
2.0,629.5,51.0,True
3.0,2480.0,140.0,True
3.0,759.88,76.68,True
4.0,978.99,89.32,True
3.0,704.32,68.41,True
1.0,551.0,35.69,True
1.0,1303.0,36.73,False
1.0,830.0,42.0,False
3.0,1985.0,123.4,False
1.5,848.0,55.25,True
2.0,618.0,53.14,True
5.5,2699.43,193.95,True
2.0,785.42,75.59,True
4.0,1079.0,98.01,False
1.0,474.7,21.32,False
2.0,1310.4,65.4,True
4.5,2570.0,167.0,True
2.0,648.39,64.39,False
4.0,15000.0,456.0,True
4.0,3090.5064523633782,154.0,True
2.0,1520.0,76.0,True
4.0,2177.0,111.0,True
3.0,1095.0,71.34,True
2.0,1075.95,61.09,True
4.0,3664.25,170.0,True
1.0,633.0,36.0,False
1.0,622.84,41.06,True
3.0,1453.99,89.17,False
3.0,1580.0,103.0,True
2.0,1472.0,92.0,True
2.0,959.0,56.85,False
2.0,1436.18,72.17,True
2.0,908.0,59.0,True
2.0,758.0,63.0,False
2.0,1356.04,66.31,True
3.0,2117.0,72.48,True
2.0,414.48,41.47,True
1.0,559.0,38.0,False
3.0,1699.0,99.05,True
2.0,1030.0,59.57,True
1.0,950.0,42.2,True
1.0,1100.0,24.82,True
2.0,950.0,55.0,True
3.0,1245.0,80.2,True
2.0,1123.26,54.07,False
2.0,3274.44,66.82,True
2.0,494.74,58.0,False
4.0,1785.0,126.34,True
3.0,1750.0,100.0,True
2.0,973.26,54.08,True
2.0,1320.0,55.0,True
3.0,1650.0,76.0,True
3.0,2000.0,107.6,True
2.0,1440.0,67.0,False
3.0,2196.0,98.0,True
2.0,999.0,78.03,True
1.0,600.0,24.59,True
2.5,945.66,70.82,True
4.0,829.0,68.7,True
3.0,1225.0,80.07,True
2.0,1195.0,72.81,True
1.0,728.0,24.28,True
2.0,839.0,54.33,True
2.0,1400.0,65.26,False
2.0,719.0,60.0,True
1.0,744.0,39.37,False
5.0,1393.5,115.0,False
2.0,1105.08,63.66,False
2.0,1204.0,63.0,True
2.5,1150.0,72.14,False
3.0,2028.37,95.0,True
2.0,1150.0,70.62,False
3.0,1698.5,111.0,True
3.0,2766.0,157.1,True
4.0,1589.96,129.16,True
2.0,1505.6,75.28,True
3.0,1975.0,90.41,True
4.0,1394.16,95.49,True
3.0,919.0,76.0,True
3.0,1315.0,77.0,True
4.0,1600.0,120.0,True
4.0,1979.0,86.45,True
3.0,1780.86,88.6,True
2.0,862.58,61.04,True
3.0,1466.0,97.18,True
1.0,673.3216130908445,17.0,False
2.0,869.0,63.0,False
6.5,2650.0,262.0,True
3.5,1364.0,105.0,True
3.0,1910.0,100.29,True
2.0,892.65,62.23,True
4.0,1460.72,133.71,True
1.0,945.0,40.0,False
2.0,1170.59,115.9,True
3.0,1673.3798392725337,115.0,True
2.0,899.5,66.68,True
3.0,2260.46,101.43,True
1.0,652.0,24.18,True
2.0,681.78,51.3,False
2.5,951.03,90.0,True
1.0,845.0,60.0,True
4.0,2715.0,130.0,True
3.0,1160.0,88.0,True
3.0,1986.0,115.0,True
1.0,499.0,34.4,False
3.0,1173.0,98.08,True
4.0,1625.15,114.41,False
3.0,1703.81,88.74,True
1.0,970.0,66.76,True
1.0,1100.0,44.0,False
2.0,1397.0,73.6,False
2.0,1149.0,60.0,True
2.0,1550.0,63.2,True
3.0,944.51,73.48,True
1.0,900.0,35.65,False
3.0,1431.02,77.27,True
1.0,482.0,39.49,True
3.0,1897.81,103.5,True
3.0,706.42,77.32,True
1.0,415.0,32.6,False
4.0,780.0,19.0,True
2.0,1519.06,50.0,True
3.0,718.36,69.16,True
3.0,1079.0,72.22,False
2.0,522.0,51.0,False
1.0,646.11,57.0,False
1.0,407.15,29.51,False
4.0,822.0,67.75,True
1.0,613.0,37.63,True
1.0,563.37,28.0,False
3.0,908.8,79.86,True
3.0,2198.75,108.58,True
3.0,1690.0,150.0,True
5.0,1730.0,142.0,True
2.0,1369.0,51.0,True
3.0,1773.0,91.99,True
3.0,1481.56,94.02,True
1.0,550.0,18.0,False
2.0,915.0,69.05,True
1.5,808.0,52.77,False
2.0,925.0,49.44,False
2.0,840.0,52.0,True
2.0,533.55,51.0,True
3.0,1980.0,96.0,True
3.0,2080.0,113.83,True
2.0,785.0,57.77,True
4.5,2570.0,110.0,True
4.0,3200.0,229.8,True
1.0,670.0,45.0,True
2.0,1135.16,56.12,False
2.0,1100.0,60.0,True
2.0,996.0,68.01,False
3.0,1553.0,69.0,True
3.0,546.56,67.41,False
4.0,1601.0,128.08,True
3.0,1846.87,81.72,True
2.0,1270.0,77.0,True
1.0,602.0,44.0,True
2.0,6450.0,186.0,True
1.0,656.1266130908446,21.0,True
3.0,1872.5,111.63,True
1.0,411.0,35.0,False
1.0,699.0,21.19,False
3.0,1500.0,110.0,True
1.0,801.0,24.24,True
2.0,1570.0,76.5,False
1.0,762.0,27.7,False
2.0,1670.0,48.0,False
1.0,436.19,38.0,True
4.0,1135.0,101.0,True
4.0,2509.5064523633782,133.55,False
4.0,1680.0,96.0,True
4.0,1890.0,143.58,True
2.0,606.16,50.85,True
3.0,2350.0,117.0,True
2.0,798.0,60.0,True
2.0,1500.0,53.0,True
2.0,749.0,59.0,True
3.0,1025.15,83.43,True
2.5,899.31,69.21,True
2.0,1559.51,75.68,False
2.0,743.44,55.46,True
2.0,1560.0,88.0,True
3.0,730.0,68.0,True
4.0,1243.0,111.94,True
2.5,1200.0,59.0,False
5.0,3900.0,173.0,True
2.0,880.0,58.0,True
2.0,1834.0,100.93,True
3.0,1360.0,76.48,True
5.0,6029.0,252.0,True
2.0,1575.22,67.27,True
2.0,1627.11,76.57,True
2.0,1488.79,64.73,False
2.0,1397.51,61.16,True
3.0,1999.0,147.0,True
3.0,1320.0,98.0,True
1.5,341.8,36.71,False
4.0,1795.0,115.4,True
1.0,950.0,27.95,False
2.0,610.41,51.76,True
3.0,3629.66,482.0,True
2.0,875.0,59.04,True
2.0,927.3,76.71,True
3.0,1897.5,115.1,True
1.5,680.0,48.0,False
3.0,891.0,71.2,True
2.0,830.0,75.96,True
1.0,860.0,57.0,True
5.0,1237.0,109.0,False
3.0,749.79,69.4,True
3.0,892.0,69.19,True
3.0,1987.04,106.83,False
3.0,1708.18,97.61,True
3.0,840.0,70.74,True
2.5,781.56,74.0,True
3.0,1895.71,102.47,True
2.0,520.62,48.11,False
4.0,2159.0,105.32,True
3.0,1781.0,93.0,True
4.0,2942.0,131.0,True
3.0,568.43,62.23,True
4.0,1796.0,146.47,True
2.0,1164.6,63.35,True
5.0,1797.0,131.29,True
4.5,2920.0,184.0,True
2.0,772.2,56.4,False
